jobid,expfile,m,n,k,node,cpu,duration
1965808,exp_128_01.csv,5072,6154,128,5,0,0.28867009999999993
1965808,exp_128_01.csv,13904,937,128,5,0,0.1218728
1965808,exp_128_01.csv,4222,11725,128,5,0,0.4702234
1965808,exp_128_01.csv,4925,10589,128,5,0,0.4860544
1965808,exp_128_01.csv,5739,13625,128,5,0,0.7263453000000001
1965808,exp_128_01.csv,2233,8149,128,5,0,0.1758585
1965808,exp_128_01.csv,7277,10382,128,5,0,0.6922603
1965808,exp_128_01.csv,9200,4248,128,5,0,0.36087800000000003
1965808,exp_128_01.csv,9359,4176,128,5,0,0.3589125
1965808,exp_128_01.csv,571,9055,128,5,0,0.05469944
1965808,exp_128_01.csv,6489,9629,128,5,0,0.5820095000000001
1965808,exp_128_01.csv,13625,5739,128,5,0,0.7209614000000001
1965808,exp_128_01.csv,1743,2966,128,5,0,0.04996271
1965808,exp_128_01.csv,5891,11504,128,5,0,0.6358809
1965808,exp_128_01.csv,8149,2233,128,5,0,0.1718169
1965808,exp_128_01.csv,8525,7645,128,5,0,0.5999648
1965808,exp_128_01.csv,7536,3459,128,5,0,0.2378036
1965808,exp_128_01.csv,12151,4292,128,5,0,0.4872572
1965808,exp_128_01.csv,10742,972,128,5,0,0.1009017
1965808,exp_128_01.csv,2048,2048,2048,5,0,0.6750979
1965808,exp_128_01.csv,10257,1018,128,5,0,0.101392
1965808,exp_128_01.csv,5042,12926,128,5,0,0.6017713000000001
1965808,exp_128_01.csv,13935,2621,128,5,0,0.33883820000000003
1965808,exp_128_01.csv,6973,6356,128,5,0,0.40791109999999997
1965808,exp_128_01.csv,10589,4925,128,5,0,0.4864995
1965808,exp_128_01.csv,3256,12785,128,5,0,0.3888487
1965808,exp_128_01.csv,5455,12423,128,5,0,0.6351905
1965808,exp_128_01.csv,4292,12151,128,5,0,0.4839831
1965808,exp_128_01.csv,7765,8047,128,5,0,0.5820748
1965808,exp_128_01.csv,7487,9400,128,5,0,0.6502856
1965808,exp_128_01.csv,4975,5240,128,5,0,0.23757620000000002
1965808,exp_128_01.csv,7993,4227,128,5,0,0.3181393
1965808,exp_128_01.csv,4,4,4,5,0,2.651e-06
1965808,exp_128_01.csv,4599,7941,128,5,0,0.3517287
1965808,exp_128_01.csv,11504,5891,128,5,0,0.6242149
1965808,exp_128_01.csv,4771,11993,128,5,0,0.529985
1965808,exp_128_01.csv,9319,3349,128,5,0,0.29062109999999997
1965808,exp_128_01.csv,5527,9436,128,5,0,0.4845142
1965808,exp_128_01.csv,4176,9359,128,5,0,0.3622725
1965808,exp_128_01.csv,12423,5455,128,5,0,0.6249288000000001
1965808,exp_128_01.csv,1351,15443,128,5,0,0.2027703
1965808,exp_128_01.csv,7574,7555,128,5,0,0.5264868
1965808,exp_128_01.csv,7363,6020,128,5,0,0.4085382
1965808,exp_128_01.csv,2934,4441,128,5,0,0.1219962
1965808,exp_128_01.csv,7555,7574,128,5,0,0.5251708
1965808,exp_128_01.csv,11582,5177,128,5,0,0.5530635
1965808,exp_128_01.csv,7220,7577,128,5,0,0.5058455
1965808,exp_128_01.csv,2390,3240,128,5,0,0.07276044
1965808,exp_128_01.csv,14110,2025,128,5,0,0.2632551
1965808,exp_128_01.csv,11643,6716,128,5,0,0.7179317
1965808,exp_128_01.csv,7337,6747,128,5,0,0.4574712
1965808,exp_128_01.csv,1018,10257,128,5,0,0.1013063
1965808,exp_128_01.csv,11993,4771,128,5,0,0.5266487
1965808,exp_128_01.csv,3670,10649,128,5,0,0.36537459999999994
1965808,exp_128_01.csv,7843,6975,128,5,0,0.5070013
1965808,exp_128_01.csv,1534,13601,128,5,0,0.1976894
1965808,exp_128_01.csv,6895,4144,128,5,0,0.2625214
1965808,exp_128_01.csv,6356,6973,128,5,0,0.4068467
1965808,exp_128_01.csv,6315,1226,128,5,0,0.07356538
1965808,exp_128_01.csv,5350,4872,128,5,0,0.24188339999999997
1965808,exp_128_01.csv,6974,10465,128,5,0,0.6698018
1965808,exp_128_01.csv,5125,4568,128,5,0,0.21743179999999998
1965808,exp_128_01.csv,4924,11620,128,5,0,0.5317376
1965808,exp_128_01.csv,1957,9299,128,5,0,0.17183579999999998
1965808,exp_128_01.csv,10465,6974,128,5,0,0.6694588
1965808,exp_128_01.csv,5794,10349,128,5,0,0.5523756
1965808,exp_128_01.csv,9723,6703,128,5,0,0.6017004
1965808,exp_128_01.csv,2086,5005,128,5,0,0.09914181
1965808,exp_128_01.csv,4441,2934,128,5,0,0.12142449999999999
1965808,exp_128_01.csv,4227,7993,128,5,0,0.3159714
1965808,exp_128_01.csv,10894,5504,128,5,0,0.5557191
1965808,exp_128_01.csv,1226,6315,128,5,0,0.0755393
1965808,exp_128_01.csv,5659,8288,128,5,0,0.4378479
1965808,exp_128_01.csv,10463,5972,128,5,0,0.5713308000000001
1965808,exp_128_01.csv,7693,10164,128,5,0,0.7240475000000001
1965808,exp_128_01.csv,5504,10894,128,5,0,0.5558887
1965808,exp_128_01.csv,4787,10341,128,5,0,0.45739309999999994
1965808,exp_128_01.csv,9055,571,128,5,0,0.04979395
1965808,exp_128_01.csv,2,2,2,5,0,1.683e-06
1965808,exp_128_01.csv,9299,1957,128,5,0,0.1683986
1965808,exp_128_01.csv,3914,9331,128,5,0,0.3393218
1965808,exp_128_01.csv,13885,1686,128,5,0,0.217192
1965808,exp_128_01.csv,5005,2086,128,5,0,0.09701505
1965808,exp_128_01.csv,3131,6664,128,5,0,0.1951113
1965808,exp_128_01.csv,7212,4685,128,5,0,0.31279759999999995
1965808,exp_128_01.csv,7632,9899,128,5,0,0.6993968
1965808,exp_128_01.csv,3240,2390,128,5,0,0.07124133
1965808,exp_128_01.csv,4241,6737,128,5,0,0.2642983
1965808,exp_128_01.csv,9765,4539,128,5,0,0.40761959999999997
1965808,exp_128_01.csv,6716,11643,128,5,0,0.7205050000000001
1965808,exp_128_01.csv,8600,6361,128,5,0,0.5050442
1965808,exp_128_01.csv,6091,5547,128,5,0,0.31141579999999996
1965808,exp_128_01.csv,9331,3914,128,5,0,0.33782729999999994
1965808,exp_128_01.csv,579,4420,128,5,0,0.02689602
1965808,exp_128_01.csv,5922,7030,128,5,0,0.38471120000000003
1965808,exp_128_01.csv,3,3,3,5,0,2.876e-06
1965808,exp_128_01.csv,11784,6411,128,5,0,0.6850681
1965808,exp_128_01.csv,5733,11821,128,5,0,0.6303229
1965808,exp_128_01.csv,11821,5733,128,5,0,0.6246086
1965808,exp_128_01.csv,4513,567,128,5,0,0.02497918
1965808,exp_128_01.csv,11091,6345,128,5,0,0.646165
1965808,exp_128_01.csv,10649,3670,128,5,0,0.36174320000000004
1965808,exp_128_01.csv,6345,11091,128,5,0,0.647582
1965808,exp_128_01.csv,9351,5016,128,5,0,0.43297579999999997
1965808,exp_128_01.csv,8047,7765,128,5,0,0.5806559
1965808,exp_128_01.csv,12610,614,128,5,0,0.07412438
1965808,exp_128_01.csv,7577,7220,128,5,0,0.5032944
1965808,exp_128_01.csv,7030,5922,128,5,0,0.3843605
1965808,exp_128_01.csv,4539,9765,128,5,0,0.40910949999999996
1965808,exp_128_01.csv,8288,5659,128,5,0,0.4271428
1965808,exp_128_01.csv,2621,13935,128,5,0,0.34500549999999996
1965808,exp_128_01.csv,3602,11557,128,5,0,0.3896018
1965808,exp_128_01.csv,10935,1423,128,5,0,0.1462639
1965808,exp_128_01.csv,15443,1351,128,5,0,0.1943086
1965808,exp_128_01.csv,6737,4241,128,5,0,0.2638875
1965808,exp_128_01.csv,1423,10935,128,5,0,0.15003670000000002
1965808,exp_128_01.csv,10679,6834,128,5,0,0.6714150999999999
1965808,exp_128_01.csv,6703,9723,128,5,0,0.6015251
1965808,exp_128_01.csv,13601,1534,128,5,0,0.19496070000000001
1965808,exp_128_01.csv,6361,8600,128,5,0,0.5067268
1965808,exp_128_01.csv,9629,6489,128,5,0,0.5736644000000001
1965808,exp_128_01.csv,10770,2898,128,5,0,0.2893627
1965808,exp_128_01.csv,8471,1538,128,5,0,0.12162429999999999
1965808,exp_128_01.csv,9400,7487,128,5,0,0.6476406
1965808,exp_128_01.csv,11557,3602,128,5,0,0.3856177
1965808,exp_128_01.csv,11620,4924,128,5,0,0.5266628000000001
1965808,exp_128_01.csv,1,1,1,5,0,1.972e-06
1965808,exp_128_01.csv,7941,4599,128,5,0,0.3496277
1965808,exp_128_01.csv,3215,14589,128,5,0,0.43785569999999996
1965808,exp_128_01.csv,4382,1180,128,5,0,0.04880646
1965808,exp_128_01.csv,9099,1710,128,5,0,0.14416529999999997
1965808,exp_128_01.csv,10382,7277,128,5,0,0.6960304
1965808,exp_128_01.csv,10293,6837,128,5,0,0.6486614
1965808,exp_128_01.csv,4685,7212,128,5,0,0.3081455
1965808,exp_128_01.csv,6975,7843,128,5,0,0.5082901
1965808,exp_128_01.csv,6664,3131,128,5,0,0.1939055
1965808,exp_128_01.csv,12785,3256,128,5,0,0.38333249999999996
1965808,exp_128_01.csv,6747,7337,128,5,0,0.4569712
1965808,exp_128_01.csv,1686,13885,128,5,0,0.22392440000000002
1965808,exp_128_01.csv,10341,4787,128,5,0,0.45611949999999996
1965808,exp_128_01.csv,5376,3385,128,5,0,0.17318229999999998
1965808,exp_128_01.csv,1180,4382,128,5,0,0.05016367
1965808,exp_128_01.csv,937,13904,128,5,0,0.1278414
1965808,exp_128_01.csv,3894,6012,128,5,0,0.21737870000000004
1965808,exp_128_01.csv,4420,579,128,5,0,0.02480582
1965808,exp_128_01.csv,972,10742,128,5,0,0.10089930000000001
1965808,exp_128_01.csv,9899,7632,128,5,0,0.6981483
1965808,exp_128_01.csv,1710,9099,128,5,0,0.1476126
1965808,exp_128_01.csv,5177,11582,128,5,0,0.5563468
1965808,exp_128_01.csv,1892,8224,128,5,0,0.15079220000000002
1965808,exp_128_01.csv,2898,10770,128,5,0,0.2916522
1965808,exp_128_01.csv,7645,8525,128,5,0,0.5943968000000001
1965808,exp_128_01.csv,3349,9319,128,5,0,0.2931581
1965808,exp_128_01.csv,8224,1892,128,5,0,0.1486017
1965808,exp_128_01.csv,3385,5376,128,5,0,0.17307129999999998
1965808,exp_128_01.csv,2025,14110,128,5,0,0.2653078
1965808,exp_128_01.csv,2966,1743,128,5,0,0.048678
1965808,exp_128_01.csv,10812,6750,128,5,0,0.6720670999999999
1965808,exp_128_01.csv,4568,5125,128,5,0,0.21597919999999998
1965808,exp_128_01.csv,12926,5042,128,5,0,0.6016765000000001
1965808,exp_128_01.csv,10164,7693,128,5,0,0.708388
1965808,exp_128_01.csv,4144,6895,128,5,0,0.2675761
1965808,exp_128_01.csv,6834,10679,128,5,0,0.6734667
1965808,exp_128_01.csv,5240,4975,128,5,0,0.2423326
1965808,exp_128_01.csv,5972,10463,128,5,0,0.5758268
1965808,exp_128_01.csv,3459,7536,128,5,0,0.23818779999999998
1965808,exp_128_01.csv,6154,5072,128,5,0,0.2872091
1965808,exp_128_01.csv,2158,1186,128,5,0,0.02476684
1965808,exp_128_01.csv,6411,11784,128,5,0,0.6979909000000001
1965808,exp_128_01.csv,9436,5527,128,5,0,0.47367950000000003
1965808,exp_128_01.csv,1538,8471,128,5,0,0.1257953
1965808,exp_128_01.csv,6012,3894,128,5,0,0.2179487
1965808,exp_128_01.csv,567,4513,128,5,0,0.02690554
1965808,exp_128_01.csv,10349,5794,128,5,0,0.5517816
1965808,exp_128_01.csv,6837,10293,128,5,0,0.6511869
1965808,exp_128_01.csv,5547,6091,128,5,0,0.3155123
1965808,exp_128_01.csv,5016,9351,128,5,0,0.43421579999999993
1965808,exp_128_01.csv,1186,2158,128,5,0,0.02503446
1965808,exp_128_01.csv,614,12610,128,5,0,0.08011667
1965808,exp_128_01.csv,14589,3215,128,5,0,0.4327583
1965808,exp_128_01.csv,11725,4222,128,5,0,0.45684040000000004
1965808,exp_128_01.csv,4872,5350,128,5,0,0.24119459999999998
1965808,exp_128_01.csv,4248,9200,128,5,0,0.356716
1965808,exp_128_01.csv,6020,7363,128,5,0,0.4095842
1965808,exp_128_01.csv,6750,10812,128,5,0,0.6760590999999999
1965808,exp_128_01.csv,5072,6154,128,5,0,0.2887978
1965808,exp_128_01.csv,13904,937,128,5,0,0.12207730000000001
1965808,exp_128_01.csv,4222,11725,128,5,0,0.4587321
1965808,exp_128_01.csv,4925,10589,128,5,0,0.483339
1965808,exp_128_01.csv,5739,13625,128,5,0,0.727607
1965808,exp_128_01.csv,2233,8149,128,5,0,0.1761154
1965808,exp_128_01.csv,7277,10382,128,5,0,0.6886812
1965808,exp_128_01.csv,9200,4248,128,5,0,0.3619135
1965808,exp_128_01.csv,9359,4176,128,5,0,0.3600239
1965808,exp_128_01.csv,571,9055,128,5,0,0.05461398
1965808,exp_128_01.csv,6489,9629,128,5,0,0.5754905
1965808,exp_128_01.csv,13625,5739,128,5,0,0.7193515
1965808,exp_128_01.csv,1743,2966,128,5,0,0.05009081
1965808,exp_128_01.csv,5891,11504,128,5,0,0.6259680999999999
1965808,exp_128_01.csv,8149,2233,128,5,0,0.17149620000000002
1965808,exp_128_01.csv,8525,7645,128,5,0,0.5976788000000001
1965808,exp_128_01.csv,7536,3459,128,5,0,0.236702
1965808,exp_128_01.csv,12151,4292,128,5,0,0.481545
1965808,exp_128_01.csv,10742,972,128,5,0,0.09840969
1965808,exp_128_01.csv,2048,2048,2048,5,0,0.6655367
1965808,exp_128_01.csv,10257,1018,128,5,0,0.10398419999999998
1965808,exp_128_01.csv,5042,12926,128,5,0,0.6187414000000001
1965808,exp_128_01.csv,13935,2621,128,5,0,0.33962020000000004
1965808,exp_128_01.csv,6973,6356,128,5,0,0.4080798
1965808,exp_128_01.csv,10589,4925,128,5,0,0.4875161
1965808,exp_128_01.csv,3256,12785,128,5,0,0.38828809999999997
1965808,exp_128_01.csv,5455,12423,128,5,0,0.6234319
1965808,exp_128_01.csv,4292,12151,128,5,0,0.4846425999999999
1965808,exp_128_01.csv,7765,8047,128,5,0,0.5820765999999999
1965808,exp_128_01.csv,7487,9400,128,5,0,0.6479494
1965808,exp_128_01.csv,4975,5240,128,5,0,0.2367049
1965808,exp_128_01.csv,7993,4227,128,5,0,0.3173842
1965808,exp_128_01.csv,4,4,4,5,0,2.802e-06
1965808,exp_128_01.csv,4599,7941,128,5,0,0.3513814
1965808,exp_128_01.csv,11504,5891,128,5,0,0.6249905
1965808,exp_128_01.csv,4771,11993,128,5,0,0.5311001000000001
1965808,exp_128_01.csv,9319,3349,128,5,0,0.29179
1965808,exp_128_01.csv,5527,9436,128,5,0,0.48625779999999996
1965808,exp_128_01.csv,4176,9359,128,5,0,0.363208
1965808,exp_128_01.csv,12423,5455,128,5,0,0.6275459
1965808,exp_128_01.csv,1351,15443,128,5,0,0.2023376
1965808,exp_128_01.csv,7574,7555,128,5,0,0.529365
1965808,exp_128_01.csv,7363,6020,128,5,0,0.4105399
1965808,exp_128_01.csv,2934,4441,128,5,0,0.121965
1965808,exp_128_01.csv,7555,7574,128,5,0,0.5277824999999999
1965808,exp_128_01.csv,11582,5177,128,5,0,0.5554804
1965808,exp_128_01.csv,7220,7577,128,5,0,0.5077315
1965808,exp_128_01.csv,2390,3240,128,5,0,0.07293242
1965808,exp_128_01.csv,14110,2025,128,5,0,0.2649116
1965808,exp_128_01.csv,11643,6716,128,5,0,0.7201877
1965808,exp_128_01.csv,7337,6747,128,5,0,0.45777629999999997
1965808,exp_128_01.csv,1018,10257,128,5,0,0.1010944
1965808,exp_128_01.csv,11993,4771,128,5,0,0.5274346
1965808,exp_128_01.csv,3670,10649,128,5,0,0.3668118
1965808,exp_128_01.csv,7843,6975,128,5,0,0.5072027
1965808,exp_128_01.csv,1534,13601,128,5,0,0.19806949999999998
1965808,exp_128_01.csv,6895,4144,128,5,0,0.2624836
1965808,exp_128_01.csv,6356,6973,128,5,0,0.4086692
1965808,exp_128_01.csv,6315,1226,128,5,0,0.07320767
1965808,exp_128_01.csv,5350,4872,128,5,0,0.24265970000000003
1965808,exp_128_01.csv,6974,10465,128,5,0,0.6720212
1965808,exp_128_01.csv,5125,4568,128,5,0,0.2182323
1965808,exp_128_01.csv,4924,11620,128,5,0,0.5321239999999999
1965808,exp_128_01.csv,1957,9299,128,5,0,0.1718574
1965808,exp_128_01.csv,10465,6974,128,5,0,0.673319
1965808,exp_128_01.csv,5794,10349,128,5,0,0.5536911999999999
1965808,exp_128_01.csv,9723,6703,128,5,0,0.6040763000000001
1965808,exp_128_01.csv,2086,5005,128,5,0,0.09912753
1965808,exp_128_01.csv,4441,2934,128,5,0,0.12196900000000001
1965808,exp_128_01.csv,4227,7993,128,5,0,0.31522059999999996
1965808,exp_128_01.csv,10894,5504,128,5,0,0.5570552
1965808,exp_128_01.csv,1226,6315,128,5,0,0.07533304
1965808,exp_128_01.csv,5659,8288,128,5,0,0.4401768
1965808,exp_128_01.csv,10463,5972,128,5,0,0.5736574999999999
1965808,exp_128_01.csv,7693,10164,128,5,0,0.7261098000000001
1965808,exp_128_01.csv,5504,10894,128,5,0,0.5581967
1965808,exp_128_01.csv,4787,10341,128,5,0,0.46019499999999997
1965808,exp_128_01.csv,9055,571,128,5,0,0.04988532
1965808,exp_128_01.csv,2,2,2,5,0,2.194e-06
1965808,exp_128_01.csv,9299,1957,128,5,0,0.1695095
1965808,exp_128_01.csv,3914,9331,128,5,0,0.34128309999999995
1965808,exp_128_01.csv,13885,1686,128,5,0,0.21759589999999998
1965808,exp_128_01.csv,5005,2086,128,5,0,0.09734281
1965808,exp_128_01.csv,3131,6664,128,5,0,0.1956521
1965808,exp_128_01.csv,7212,4685,128,5,0,0.3133475
