jobid,intercept,mnk,mn,mk,nk,tvalue_mnk,tvalue_mn,tvalue_mk,tvalue_nk,intercept_residual,mnk_residual,mn_residual,mk_residual,nk_residual,tvalue_mnk_residual,tvalue_mn_residual,tvalue_mk_residual,tvalue_nk_residual,avg_gflops,function,cluster,node,expfile_hash,cpu,start_time,expfile
1960064,0,7.377506269518856e-11,1.9268116787666732e-10,2.5092964570266347e-09,3.403385600641705e-09,566.0839180333052,4.5121877658998,58.7624462690543,79.70013384849669,0,6.860367561790933e-13,-9.727306588691735e-14,1.247677927011065e-11,4.300389902349143e-11,21.317333834362422,-0.00922475349621441,1.183217699000565,4.078213884293307,24.629903745247955,dgemm,dahu,1,dee8f2ee4599e5ef4616f67733e1b4c1934fb113f5956649481444368b5f458f,0,1605895434,exp_dgemm_a.csv
1960064,0,6.98481740286692e-11,1.6121050729618233e-10,2.4445771570074037e-09,3.2371232446274142e-09,521.1971209155546,3.671275357039001,55.670787378722395,73.71957941838322,0,1.1096803452761304e-12,2.7614715215404417e-11,1.4924114088496698e-11,1.0073999423496488e-10,33.95017004392468,2.5784653081690467,1.3935074155999074,9.406382729419091,25.993360782180947,dgemm,dahu,1,dee8f2ee4599e5ef4616f67733e1b4c1934fb113f5956649481444368b5f458f,1,1605895434,exp_dgemm_a.csv
1960064,0,7.192536171677516e-11,2.278796638978643e-10,2.5162722834957325e-09,3.6310483685269693e-09,579.805074010455,5.606375612976048,61.90621543184678,89.33232862749036,0,6.241910506189504e-13,1.0480947828256601e-11,2.3253643669647406e-11,6.651450498015779e-11,25.384903706448874,1.3008739158930784,2.8861949315082405,8.255645002253617,25.099364895904188,dgemm,dahu,2,dee8f2ee4599e5ef4616f67733e1b4c1934fb113f5956649481444368b5f458f,0,1605895434,exp_dgemm_a.csv
1960064,0,6.84819215885569e-11,1.8047122124737635e-10,2.4240353292612896e-09,3.5079511989932993e-09,583.6814481481042,4.694448432420287,63.05442370772167,91.24942965032636,0,6.424780582752298e-13,2.6497322338797168e-12,2.3682323481299724e-11,7.076013883235536e-11,27.12161000044925,0.34137822744653645,3.051111923118411,9.116381821377974,26.34192638383425,dgemm,dahu,2,dee8f2ee4599e5ef4616f67733e1b4c1934fb113f5956649481444368b5f458f,1,1605895434,exp_dgemm_a.csv
1960064,0,7.1667393955208e-11,1.8530946120198693e-10,2.489087726230817e-09,3.456631843048341e-09,544.6372925603772,4.297936748310264,57.7301425353276,80.17067734832747,0,7.967506430781161e-13,3.2993970783456558e-12,1.80229966561983e-11,6.811246345727023e-11,26.114673174965187,0.33004520048899744,1.8028759205272968,6.813424126818349,25.275066558889744,dgemm,dahu,3,dee8f2ee4599e5ef4616f67733e1b4c1934fb113f5956649481444368b5f458f,0,1605895434,exp_dgemm_a.csv
1960064,0,6.799594173641847e-11,1.7683648020389523e-10,2.3767425623710475e-09,3.3549902117557373e-09,560.5529803596505,4.449202767690214,59.79880155042502,84.41149540245372,0,7.374819767520626e-13,1.7876950698571218e-11,1.5901633099669102e-11,1.0031656142375534e-10,29.256336639388653,2.1644055541996643,1.9252490864966019,12.145568133224263,26.599056891900894,dgemm,dahu,3,dee8f2ee4599e5ef4616f67733e1b4c1934fb113f5956649481444368b5f458f,1,1605895434,exp_dgemm_a.csv
1960064,0,6.869708206336398e-11,2.1405935596661302e-10,2.4362350750116735e-09,3.2655874777009628e-09,532.8599110587777,5.067405233129972,57.67274367663921,77.30591825347067,0,5.963593962568844e-13,1.0521719319780792e-11,2.8236357742575615e-11,9.874760757044443e-11,22.978674744969926,1.2373150274537266,3.3204905675221967,11.612351086225303,26.355077122685266,dgemm,dahu,4,dee8f2ee4599e5ef4616f67733e1b4c1934fb113f5956649481444368b5f458f,0,1605895434,exp_dgemm_a.csv
1960064,0,6.918817899945685e-11,2.1453398262230648e-10,2.4109891525863997e-09,3.2295553038993376e-09,556.8785785743795,5.269887823774456,59.22438125262432,79.33192664487325,0,7.531502251925887e-13,2.042334489044368e-11,1.8219315186026947e-11,1.1127687221703739e-10,30.62695256568122,2.5346950155529564,2.261157887531886,13.810320242245124,26.21041564529658,dgemm,dahu,4,dee8f2ee4599e5ef4616f67733e1b4c1934fb113f5956649481444368b5f458f,1,1605895434,exp_dgemm_a.csv
1960064,0,7.140251507424314e-11,1.7510708533507907e-10,2.392485871707296e-09,3.209032887062222e-09,558.5657948200824,4.180624973277404,57.11982564459468,76.61462128759013,0,6.154541607516256e-13,1.1226909509027651e-11,2.433753351221345e-11,1.0765114476681859e-10,20.836717984108805,1.1600333838500134,2.5147037421147997,11.123178790989991,25.497006786412516,dgemm,dahu,5,dee8f2ee4599e5ef4616f67733e1b4c1934fb113f5956649481444368b5f458f,0,1605895434,exp_dgemm_a.csv
1960064,0,6.609899785784428e-11,1.8732422315025766e-10,2.2880442815235926e-09,3.2160128876772952e-09,607.2973129684233,5.252633370723875,64.1575208198493,90.17806843347678,0,5.42683381240903e-13,8.655106191894922e-12,3.1239278393918895e-11,8.441841852462594e-11,23.755174525188533,1.1562740200480726,4.1733937413457936,11.277830911534926,27.38906418984094,dgemm,dahu,5,dee8f2ee4599e5ef4616f67733e1b4c1934fb113f5956649481444368b5f458f,1,1605895434,exp_dgemm_a.csv
1960064,0,7.285104308180869e-11,2.2604167868609628e-10,2.381833352742316e-09,3.42146623846169e-09,671.036439383359,6.354414165426319,66.95736681981023,96.1832068253268,0,5.471864511806121e-13,1.0531566172027371e-11,2.613855352419573e-11,5.422049007925306e-11,21.54308154444646,1.2654416214298132,3.1407307339854813,6.514972584310394,24.939883085040137,dgemm,dahu,6,dee8f2ee4599e5ef4616f67733e1b4c1934fb113f5956649481444368b5f458f,0,1605895434,exp_dgemm_a.csv
1960064,0,6.50897069854188e-11,1.2152932327674232e-10,2.3596349041115537e-09,3.146725832764011e-09,521.6167986051972,2.9723298040967365,57.71128286715264,76.96173010646183,0,7.71338520056736e-13,1.4809217803825978e-11,2.66282313974774e-11,6.6332647487194e-11,29.554541259153844,1.731761126830421,3.1138535891127965,7.756810783645221,27.8023174824199,dgemm,dahu,6,dee8f2ee4599e5ef4616f67733e1b4c1934fb113f5956649481444368b5f458f,1,1605895434,exp_dgemm_a.csv
1960064,0,6.905818392591313e-11,1.664212535089822e-10,2.3772552470090947e-09,3.2247020704273767e-09,565.8359695145218,4.161604946290619,59.446717206792414,80.63835479931569,0,6.798452176783224e-13,1.8731484002901404e-11,2.1874519875306942e-11,8.720857743164451e-11,25.79052512993649,2.168697544370733,2.532592587459641,10.096852320658483,26.293017570131248,dgemm,dahu,7,dee8f2ee4599e5ef4616f67733e1b4c1934fb113f5956649481444368b5f458f,0,1605895434,exp_dgemm_a.csv
1960064,0,6.354982280540815e-11,1.864147477151949e-10,2.2855880010538893e-09,3.2434933435977037e-09,602.0252904829212,5.3896097898706685,66.08075604034885,93.77564646731872,0,5.028458993377138e-13,2.0586884296771302e-11,3.919687518990838e-11,4.535128056535721e-11,27.224673786281915,3.401692553058062,6.476731326341064,7.493660096735337,28.373860141066334,dgemm,dahu,7,dee8f2ee4599e5ef4616f67733e1b4c1934fb113f5956649481444368b5f458f,1,1605895434,exp_dgemm_a.csv
1960064,0,7.134885725354386e-11,1.760354144296981e-10,2.431692584027932e-09,3.319194511032471e-09,538.1183089396601,4.051981537560794,55.97267735828044,76.40118848726229,0,7.55666697392792e-13,1.7652010909750077e-11,1.4847807038914334e-11,9.850662536228437e-11,23.71776023441663,1.6908856652038426,1.4222710494669877,9.435947077320844,25.45336872379326,dgemm,dahu,8,dee8f2ee4599e5ef4616f67733e1b4c1934fb113f5956649481444368b5f458f,0,1605895434,exp_dgemm_a.csv
1960064,0,6.691673872072172e-11,1.7827346541765458e-10,2.3379259616716578e-09,3.2795965447874737e-09,557.7495538091817,4.534901257153773,59.47190939424734,83.42602450157469,0,6.354610510388332e-13,1.4650770514194566e-11,1.8033781097370176e-11,7.561823534123863e-11,24.163333583680327,1.7002196937494412,2.092817558285316,8.775484730252904,27.03954454824974,dgemm,dahu,8,dee8f2ee4599e5ef4616f67733e1b4c1934fb113f5956649481444368b5f458f,1,1605895434,exp_dgemm_a.csv
1960065,0,7.6105476743787e-11,-6.65327648077214e-10,2.18318631544581e-09,2.7218588646097595e-09,491.50564524103845,-7.391487796033831,24.254207763229772,30.23861497178409,0,5.426822827767558e-13,1.0565162960632227e-10,7.719518797080143e-11,7.888035853989478e-11,12.692416055188925,4.250681356712609,3.1057935174127733,3.1735929744359828,25.167374565493468,dgemm,dahu,1,181e082b349fbcb33a2533cb7383298c5e0b872d15776497c8a8c973d47bcae0,0,1605897547,exp_dgemm_f.csv
1960065,0,7.236139232394242e-11,-8.182426580591515e-10,2.073693892456606e-09,2.1640988238981996e-09,385.7351132676166,-7.503226734633647,19.015624888383797,19.84463165288599,0,6.802309280498491e-13,8.26381595757446e-11,9.509323519049353e-11,1.4072755696081552e-10,12.941480765254205,2.7045307713445252,3.112152812208542,4.605644778763645,26.641230389948014,dgemm,dahu,1,181e082b349fbcb33a2533cb7383298c5e0b872d15776497c8a8c973d47bcae0,1,1605897547,exp_dgemm_f.csv
1960065,0,7.431232125312654e-11,-5.653858192216731e-10,2.239376192734032e-09,2.851338469838893e-09,540.0401038474673,-7.067955227355433,27.994707559589735,35.64492061474207,0,3.662240610613682e-13,7.68003945851997e-11,6.91336488736325e-11,1.1707861149581002e-10,11.303752170372121,4.077771609514988,3.6707002895191367,6.2163722024815415,25.6778196133194,dgemm,dahu,2,181e082b349fbcb33a2533cb7383298c5e0b872d15776497c8a8c973d47bcae0,0,1605897547,exp_dgemm_f.csv
1960065,0,7.054932258884888e-11,-5.433436594433632e-10,2.1541664442821743e-09,2.881428106437571e-09,540.8606769784852,-7.165571870093388,28.408971391073052,38.000038882091204,0,5.349427504181044e-13,4.3116005753418755e-11,3.041477019897826e-11,3.505640139574446e-11,18.703178288026052,2.593166020453207,1.8292638017293485,2.10842974227975,26.992126837218933,dgemm,dahu,2,181e082b349fbcb33a2533cb7383298c5e0b872d15776497c8a8c973d47bcae0,1,1605897547,exp_dgemm_f.csv
1960065,0,7.369092785394596e-11,-5.907713747520638e-10,2.1861459041251e-09,2.6181491129945366e-09,522.7448321558267,-7.209063659924359,26.677096532199037,31.948744359310506,0,5.762270874541157e-13,6.330689901879477e-11,7.962434372183478e-11,1.4411781906113907e-10,16.1526492730595,3.0527049275905553,3.8395440339550633,6.949466538724788,25.969131317218228,dgemm,dahu,3,181e082b349fbcb33a2533cb7383298c5e0b872d15776497c8a8c973d47bcae0,0,1605897547,exp_dgemm_f.csv
1960065,0,6.97949834745072e-11,-5.299794530382369e-10,2.1184535306995033e-09,2.8900615115166784e-09,539.1646073489151,-7.042711419446208,28.151387354156746,38.40501569141397,0,5.025614235003921e-13,4.4720261373690924e-11,4.1493185502193894e-11,5.89570520444091e-11,18.11239929094171,2.772521107720808,2.572452152506569,3.655159120744369,27.27387821234329,dgemm,dahu,3,181e082b349fbcb33a2533cb7383298c5e0b872d15776497c8a8c973d47bcae0,1,1605897547,exp_dgemm_f.csv
1960065,0,7.048340611070644e-11,-5.241664043623369e-10,2.140292790974732e-09,2.834822046610217e-09,505.42502729970136,-6.465806978058228,26.40138694086534,34.968689366545526,0,3.9997313063954485e-13,4.7776699639348655e-11,4.829872849443341e-11,8.62666359250912e-11,13.419724874026038,2.757481670304099,2.7876111059941375,4.97896818151751,27.02726618301125,dgemm,dahu,4,181e082b349fbcb33a2533cb7383298c5e0b872d15776497c8a8c973d47bcae0,0,1605897547,exp_dgemm_f.csv
1960065,0,7.104341681150351e-11,-5.945922504991837e-10,2.1336475542711426e-09,2.6210573604171557e-09,478.68422571692463,-6.89172935295384,24.730429073509754,30.37984085967738,0,5.351779647012828e-13,6.883821698821652e-11,6.338716747112594e-11,7.293462509330356e-11,15.17712105551789,3.3581839450617554,3.0922615000460207,3.5580219497747336,26.905938194932375,dgemm,dahu,4,181e082b349fbcb33a2533cb7383298c5e0b872d15776497c8a8c973d47bcae0,1,1605897547,exp_dgemm_f.csv
