2017-12-15 trunk/chameleon ef41ba4 22656 plafrim-trunk-plafrim-morse-mad-mpi_trunk_chameleon_HEAD_mpi_mad_mpi.o885165 plafrim-trunk-plafrim-morse-mad-mpi_trunk_chameleon_HEAD_mpi_mad_mpi.e885165 144000 144000 1 64.464 15443.17 +- 215.07
2017-12-16 trunk/chameleon ef41ba4 22656 plafrim-trunk-plafrim-morse-mad-mpi_trunk_chameleon_HEAD_mpi_mad_mpi.o885190 plafrim-trunk-plafrim-morse-mad-mpi_trunk_chameleon_HEAD_mpi_mad_mpi.e885190 144000 144000 1 64.395 15458.43 +- 158.59
2017-12-20 trunk/chameleon ef41ba4 22669 plafrim-trunk-plafrim-morse-mad-mpi_trunk_chameleon_HEAD_mpi_mad_mpi.o885993 plafrim-trunk-plafrim-morse-mad-mpi_trunk_chameleon_HEAD_mpi_mad_mpi.e885993 144000 144000 1 64.319 15477.44 +- 199.29
2018-01-24 trunk/chameleon 1ff90ef 4748067 plafrim-trunk-plafrim-morse-mad-mpi_trunk_chameleon_HEAD_mpi_mad_mpi.o893451 plafrim-trunk-plafrim-morse-mad-mpi_trunk_chameleon_HEAD_mpi_mad_mpi.e893451 144000 144000 1 33.140 30035.03 +- 167.81
2018-01-31 trunk/chameleon d2f214d d21e181 plafrim-trunk-plafrim-morse-mad-mpi_trunk_chameleon_HEAD_mpi_mad_mpi.o894558 plafrim-trunk-plafrim-morse-mad-mpi_trunk_chameleon_HEAD_mpi_mad_mpi.e894558 144000 144000 1 33.162 30018.03 +- 313.86
2018-02-04 master d2f214d 942fb34 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o895561 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.e895561 - - - - - - -
2018-03-13 master 3137cd2 f1dee44 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o909119 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.e909119 - - - - - - -
2018-03-13 master 3137cd2 f1dee44 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o909169 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.e909169 - - - - - - -
2018-03-24 master a16e2ac 2201488 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o913568 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.e913568 - - - - - - -
2018-03-26 master a16e2ac aa49c90 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o914114 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.e914114 - - - - - - -
2018-03-27 master a16e2ac 2e370ef plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o915059 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.e915059 - - - - - - -
2018-03-29 master a16e2ac 9bd42c1 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o915310 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.e915310 - - - - - - -
2018-03-29 master a16e2ac 9bd42c1 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o915503 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.e915503 - - - - - - -
2018-03-30 master a16e2ac 2413ba7 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o916426 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.e916426 - - - - - - -
2018-04-04 master 8595b23 2413ba7 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o917556 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.e917556 - - - - - - -
2018-04-05 master 8595b23 f121913 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o917890 - - - - - - - -
2018-04-21 master 8595b23 e49a326 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o922116 - - - - - - - -
2018-06-21 master 2e6d339 ef8048c plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o939106 - - - - - - - -
2018-06-21 master 2e6d339 7020dfa plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o939141 - - - - - - - -
2018-06-22 master 2e6d339 36cb72f plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o939330 - - - - - - - -
2018-06-26 master 2e6d339 8bff989 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o940500 - - - - - - - -
2018-07-03 master 2e6d339 c1ccc9e plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o946191 - - - - - - - -
2018-07-16 master c504ac7 8bddeac plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o954986 - - - - - - - -
2018-07-17 master c504ac7 8bddeac plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o955422 - - - - - - - -
2018-07-20 master c504ac7 5a69695 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o960300 - - - - - - - -
2018-07-26 master 4ec6654 f068631 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o969954 - - - - - - - -
2018-07-26 master 4ec6654 f068631 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o970077 - - - - - - - -
2018-07-28 master 4ec6654 b5bfe22 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o970677 - - - - - - - -
2018-07-30 master 4ec6654 a7b6d0e plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o971080 - - - - - - - -
2018-07-31 master 4ec6654 7fb7194 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o971468 - - - - - - - -
2018-08-01 master 4ec6654 ab4eb00 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o971615 - - - - - - - -
2018-08-07 master 4ec6654 ea6a491 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o971832 - - - - - - - -
2018-08-08 master 4ec6654 e16225a plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o972028 - - - - - - - -
2018-08-09 master 4ec6654 34df1b0 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o972396 - - - - - - - -
2018-08-10 master 4ec6654 886cc6b plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o972411 - - - - - - - -
2018-08-10 master 4ec6654 be5815e plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o972499 - - - - - - - -
2018-08-11 master 4ec6654 be5815e plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o972702 - - - - - - - -
2018-08-15 master 4ec6654 ca3afe9 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o973324 - - - - - - - -
2018-08-17 master 4ec6654 11b9a53 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o973613 - - - - - - - -
2018-08-20 master 4ec6654 e2e215a plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o973977 - - - - - - - -
2018-08-24 master 1f79c2a ef8e7d8 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o975586 - - - - - - - -
2018-08-25 master 1f79c2a efebac1 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o975970 - - - - - - - -
2018-09-03 master 8c3633a 93a8779 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o978820 - - - - - - - -
2018-09-07 master 8c3633a 494e901 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o980203 - - - - - - - -
2018-09-11 master 8c3633a 66f24a1 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o981083 - - - - - - - -
2018-09-12 master 801bcf4 ab120db plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o981345 - - - - - - - -
2018-09-17 master 801bcf4 64bbf09 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o982935 - - - - - - - -
2018-09-28 master 801bcf4 477363b plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o986508 - - - - - - - -
2018-09-29 master 801bcf4 29b4db4 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o986920 - - - - - - - -
2018-10-03 master 801bcf4 0d5c64e plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o988118 - - - - - - - -
2018-10-10 master f19a75e aefdf61 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o990157 - - - - - - - -
2018-11-02 master 16165ab faabee7 plafrim-master-plafrim-morse-mad-mpi_master_HEAD_mpi_mad_mpi.o996247 - - - - - - - -
