date,duration,gflops,mode
2019-07-12,7.084,5204.35,simulation
2019-07-13,7.084,5204.35,simulation
2019-08-29,7.084,5204.35,simulation
2019-08-31,7.084,5204.35,simulation
2019-09-09,7.084,5204.35,simulation
2019-09-11,7.084,5204.35,simulation
2019-09-17,7.084,5204.35,simulation
2019-09-17,7.084,5204.35,simulation
2019-09-18,7.084,5204.35,simulation
2019-09-19,7.084,5204.35,simulation
2019-09-24,7.084,5204.35,simulation
