jobid,host,cpu,mask_size,timestamp,frequency
1889759,dahu-1,0,0,6.02372,1.962854
1889759,dahu-1,0,0,6.02372,1.9605460000000001
1889759,dahu-1,0,0,6.02372,1.963238
1889759,dahu-1,0,0,6.02372,1.9614440000000002
1889759,dahu-1,0,0,6.02372,1.9605460000000001
1889759,dahu-1,0,0,6.02372,1.9622130000000002
1889759,dahu-1,0,0,6.02372,1.961572
1889759,dahu-1,0,0,6.02372,1.9606750000000002
1889759,dahu-1,0,0,6.02372,1.9614440000000002
1889759,dahu-1,0,0,6.02372,1.9593930000000002
1889759,dahu-1,0,0,6.02372,1.9601620000000002
1889759,dahu-1,0,0,6.02372,1.9606750000000002
1889759,dahu-1,0,0,6.02372,1.9601620000000002
1889759,dahu-1,0,0,6.02372,1.9606750000000002
1889759,dahu-1,0,0,6.02372,1.9605460000000001
1889759,dahu-1,0,0,7.027823000000001,1.980798
1889759,dahu-1,0,0,7.027823000000001,1.974774
1889759,dahu-1,0,0,7.027823000000001,1.983233
1889759,dahu-1,0,0,7.027823000000001,1.9756710000000002
1889759,dahu-1,0,0,7.027823000000001,1.974261
1889759,dahu-1,0,0,7.027823000000001,1.983233
1889759,dahu-1,0,0,7.027823000000001,1.981311
1889759,dahu-1,0,0,7.027823000000001,1.974774
1889759,dahu-1,0,0,7.027823000000001,1.970288
1889759,dahu-1,0,0,7.027823000000001,1.974261
1889759,dahu-1,0,0,7.027823000000001,1.9651610000000002
1889759,dahu-1,0,0,7.027823000000001,1.966442
1889759,dahu-1,0,0,7.027823000000001,1.970288
1889759,dahu-1,0,0,7.027823000000001,1.966442
1889759,dahu-1,0,0,7.027823000000001,1.970288
1889759,dahu-1,0,0,7.027823000000001,1.983233
1889759,dahu-1,0,0,8.031733000000001,1.956701
1889759,dahu-1,0,0,8.031733000000001,1.9556760000000002
1889759,dahu-1,0,0,8.031733000000001,1.952984
1889759,dahu-1,0,0,8.031733000000001,1.954522
1889759,dahu-1,0,0,8.031733000000001,1.955035
1889759,dahu-1,0,0,8.031733000000001,1.952984
1889759,dahu-1,0,0,8.031733000000001,1.952984
1889759,dahu-1,0,0,8.031733000000001,1.9556760000000002
1889759,dahu-1,0,0,8.031733000000001,1.954779
1889759,dahu-1,0,0,8.031733000000001,1.955035
1889759,dahu-1,0,0,8.031733000000001,1.955804
1889759,dahu-1,0,0,8.031733000000001,1.9549070000000002
1889759,dahu-1,0,0,8.031733000000001,1.954779
1889759,dahu-1,0,0,8.031733000000001,1.9549070000000002
1889759,dahu-1,0,0,8.031733000000001,1.954779
1889759,dahu-1,0,0,8.031733000000001,1.952984
1889759,dahu-1,0,0,9.035701000000001,1.95401
1889759,dahu-1,0,0,9.035701000000001,1.9520870000000001
1889759,dahu-1,0,0,9.035701000000001,1.955419
1889759,dahu-1,0,0,9.035701000000001,1.9488830000000001
1889759,dahu-1,0,0,9.035701000000001,1.9519590000000002
1889759,dahu-1,0,0,9.035701000000001,1.955419
1889759,dahu-1,0,0,9.035701000000001,1.9559320000000002
1889759,dahu-1,0,0,9.035701000000001,1.9520870000000001
1889759,dahu-1,0,0,9.035701000000001,1.955035
1889759,dahu-1,0,0,9.035701000000001,1.9519590000000002
1889759,dahu-1,0,0,9.035701000000001,1.9546500000000002
1889759,dahu-1,0,0,9.035701000000001,1.954522
1889759,dahu-1,0,0,9.035701000000001,1.955035
1889759,dahu-1,0,0,9.035701000000001,1.954522
1889759,dahu-1,0,0,9.035701000000001,1.955035
1889759,dahu-1,0,0,9.035701000000001,1.955419
1889759,dahu-1,0,0,10.039672000000001,1.951062
1889759,dahu-1,0,0,10.039672000000001,1.950036
1889759,dahu-1,0,0,10.039672000000001,1.951831
1889759,dahu-1,0,0,10.039672000000001,1.9504210000000002
1889759,dahu-1,0,0,10.039672000000001,1.951702
1889759,dahu-1,0,0,10.039672000000001,1.951831
1889759,dahu-1,0,0,10.039672000000001,1.950549
1889759,dahu-1,0,0,10.039672000000001,1.950036
1889759,dahu-1,0,0,10.039672000000001,1.9506770000000002
1889759,dahu-1,0,0,10.039672000000001,1.951702
1889759,dahu-1,0,0,10.039672000000001,1.948754
1889759,dahu-1,0,0,10.039672000000001,1.9502920000000001
1889759,dahu-1,0,0,10.039672000000001,1.9506770000000002
1889759,dahu-1,0,0,10.039672000000001,1.9502920000000001
1889759,dahu-1,0,0,10.039672000000001,1.9506770000000002
1889759,dahu-1,0,0,10.039672000000001,1.951831
1889759,dahu-1,0,0,11.043650000000001,1.9501640000000002
1889759,dahu-1,0,0,11.043650000000001,1.9536250000000002
1889759,dahu-1,0,0,11.043650000000001,1.952471
1889759,dahu-1,0,0,11.043650000000001,1.951062
1889759,dahu-1,0,0,11.043650000000001,1.9519590000000002
1889759,dahu-1,0,0,11.043650000000001,1.9511900000000002
1889759,dahu-1,0,0,11.043650000000001,1.950933
1889759,dahu-1,0,0,11.043650000000001,1.9536250000000002
1889759,dahu-1,0,0,11.043650000000001,1.95324
1889759,dahu-1,0,0,11.043650000000001,1.9519590000000002
1889759,dahu-1,0,0,11.043650000000001,1.9526000000000001
1889759,dahu-1,0,0,11.043650000000001,1.952984
1889759,dahu-1,0,0,11.043650000000001,1.95324
1889759,dahu-1,0,0,11.043650000000001,1.952984
1889759,dahu-1,0,0,11.043650000000001,1.95324
1889759,dahu-1,0,0,11.043650000000001,1.952471
1889759,dahu-1,0,0,12.047856000000001,1.9543940000000002
1889759,dahu-1,0,0,12.047856000000001,1.9459350000000002
1889759,dahu-1,0,0,12.047856000000001,1.9538810000000002
1889759,dahu-1,0,0,12.047856000000001,1.959777
1889759,dahu-1,0,0,12.047856000000001,1.947985
1889759,dahu-1,0,0,12.047856000000001,1.9538810000000002
1889759,dahu-1,0,0,12.047856000000001,1.956701
1889759,dahu-1,0,0,12.047856000000001,1.9459350000000002
1889759,dahu-1,0,0,12.047856000000001,1.9483700000000002
1889759,dahu-1,0,0,12.047856000000001,1.9478570000000002
1889759,dahu-1,0,0,12.047856000000001,1.951062
1889759,dahu-1,0,0,12.047856000000001,1.947729
1889759,dahu-1,0,0,12.047856000000001,1.9483700000000002
1889759,dahu-1,0,0,12.047856000000001,1.947729
1889759,dahu-1,0,0,12.047856000000001,1.9483700000000002
1889759,dahu-1,0,0,12.047856000000001,1.9538810000000002
1889759,dahu-1,0,0,13.051863,1.962469
1889759,dahu-1,0,0,13.051863,1.9646480000000002
1889759,dahu-1,0,0,13.051863,1.9599060000000001
1889759,dahu-1,0,0,13.051863,1.9656730000000002
1889759,dahu-1,0,0,13.051863,1.963751
1889759,dahu-1,0,0,13.051863,1.9599060000000001
1889759,dahu-1,0,0,13.051863,1.963751
1889759,dahu-1,0,0,13.051863,1.9646480000000002
1889759,dahu-1,0,0,13.051863,1.964007
1889759,dahu-1,0,0,13.051863,1.963751
1889759,dahu-1,0,0,13.051863,1.9654170000000002
1889759,dahu-1,0,0,13.051863,1.962469
1889759,dahu-1,0,0,13.051863,1.964007
1889759,dahu-1,0,0,13.051863,1.962469
1889759,dahu-1,0,0,13.051863,1.9629820000000002
1889759,dahu-1,0,0,13.051863,1.9599060000000001
1889759,dahu-1,0,0,14.055888000000001,1.9824640000000002
1889759,dahu-1,0,0,14.055888000000001,1.988104
1889759,dahu-1,0,0,14.055888000000001,1.9816950000000002
1889759,dahu-1,0,0,14.055888000000001,1.9882320000000002
1889759,dahu-1,0,0,14.055888000000001,1.989001
1889759,dahu-1,0,0,14.055888000000001,1.9816950000000002
1889759,dahu-1,0,0,14.055888000000001,1.9838740000000001
1889759,dahu-1,0,0,14.055888000000001,1.988104
1889759,dahu-1,0,0,14.055888000000001,1.9887450000000002
1889759,dahu-1,0,0,14.055888000000001,1.987719
1889759,dahu-1,0,0,14.055888000000001,1.980285
1889759,dahu-1,0,0,14.055888000000001,1.975286
1889759,dahu-1,0,0,14.055888000000001,1.9741330000000001
1889759,dahu-1,0,0,14.055888000000001,1.976568
1889759,dahu-1,0,0,14.055888000000001,1.9887450000000002
1889759,dahu-1,0,0,14.055888000000001,1.9816950000000002
1889759,dahu-1,0,0,15.059815,1.9777220000000002
1889759,dahu-1,0,0,15.059815,1.9738760000000002
1889759,dahu-1,0,0,15.059815,1.9777220000000002
1889759,dahu-1,0,0,15.059815,1.9723380000000001
1889759,dahu-1,0,0,15.059815,1.9756710000000002
1889759,dahu-1,0,0,15.059815,1.9777220000000002
1889759,dahu-1,0,0,15.059815,1.97785
1889759,dahu-1,0,0,15.059815,1.9738760000000002
1889759,dahu-1,0,0,15.059815,1.9756710000000002
1889759,dahu-1,0,0,15.059815,1.9756710000000002
1889759,dahu-1,0,0,15.059815,1.9768240000000001
1889759,dahu-1,0,0,15.059815,1.9768240000000001
1889759,dahu-1,0,0,15.059815,1.9756710000000002
1889759,dahu-1,0,0,15.059815,1.9768240000000001
1889759,dahu-1,0,0,15.059815,1.9756710000000002
1889759,dahu-1,0,0,15.059815,1.9777220000000002
1889759,dahu-1,0,0,16.063694,1.971057
1889759,dahu-1,0,0,16.063694,1.9848990000000002
1889759,dahu-1,0,0,16.063694,1.9743890000000002
1889759,dahu-1,0,0,16.063694,1.9874630000000002
1889759,dahu-1,0,0,16.063694,1.9846430000000002
1889759,dahu-1,0,0,16.063694,1.9743890000000002
1889759,dahu-1,0,0,16.063694,1.98554
1889759,dahu-1,0,0,16.063694,1.985028
1889759,dahu-1,0,0,16.063694,1.9791320000000001
1889759,dahu-1,0,0,16.063694,1.9846430000000002
1889759,dahu-1,0,0,16.063694,1.976312
1889759,dahu-1,0,0,16.063694,1.977978
1889759,dahu-1,0,0,16.063694,1.97926
1889759,dahu-1,0,0,16.063694,1.977978
1889759,dahu-1,0,0,16.063694,1.97926
1889759,dahu-1,0,0,16.063694,1.9743890000000002
1889759,dahu-1,0,0,17.067798,1.977081
1889759,dahu-1,0,0,17.067798,1.964263
1889759,dahu-1,0,0,17.067798,1.978234
1889759,dahu-1,0,0,17.067798,1.969262
1889759,dahu-1,0,0,17.067798,1.963751
1889759,dahu-1,0,0,17.067798,1.978234
1889759,dahu-1,0,0,17.067798,1.972979
1889759,dahu-1,0,0,17.067798,1.964263
1889759,dahu-1,0,0,17.067798,1.9622130000000002
1889759,dahu-1,0,0,17.067798,1.963751
1889759,dahu-1,0,0,17.067798,1.9806700000000002
1889759,dahu-1,0,0,17.067798,1.961187
1889759,dahu-1,0,0,17.067798,1.9622130000000002
1889759,dahu-1,0,0,17.067798,1.961187
1889759,dahu-1,0,0,17.067798,1.9622130000000002
1889759,dahu-1,0,0,17.067798,1.978234
1889759,dahu-1,0,0,18.071707,1.970031
1889759,dahu-1,0,0,18.071707,1.9656730000000002
1889759,dahu-1,0,0,18.071707,1.9741330000000001
1889759,dahu-1,0,0,18.071707,1.9659300000000002
1889759,dahu-1,0,0,18.071707,1.9786190000000001
1889759,dahu-1,0,0,18.071707,1.9741330000000001
1889759,dahu-1,0,0,18.071707,1.968493
1889759,dahu-1,0,0,18.071707,1.9656730000000002
1889759,dahu-1,0,0,18.071707,1.9754150000000001
1889759,dahu-1,0,0,18.071707,1.9786190000000001
1889759,dahu-1,0,0,18.071707,1.975286
1889759,dahu-1,0,0,18.071707,1.9732360000000002
1889759,dahu-1,0,0,18.071707,1.9754150000000001
1889759,dahu-1,0,0,18.071707,1.9732360000000002
1889759,dahu-1,0,0,18.071707,1.9754150000000001
1889759,dahu-1,0,0,18.071707,1.9741330000000001
1889759,dahu-1,0,0,19.075569,1.952471
1889759,dahu-1,0,0,19.075569,1.957086
1889759,dahu-1,0,0,19.075569,1.9515740000000001
1889759,dahu-1,0,0,19.075569,1.960803
1889759,dahu-1,0,0,19.075569,1.9573420000000001
1889759,dahu-1,0,0,19.075569,1.9515740000000001
1889759,dahu-1,0,0,19.075569,1.9523430000000002
1889759,dahu-1,0,0,19.075569,1.957086
1889759,dahu-1,0,0,19.075569,1.954779
1889759,dahu-1,0,0,19.075569,1.9573420000000001
1889759,dahu-1,0,0,19.075569,1.952471
1889759,dahu-1,0,0,19.075569,1.955804
1889759,dahu-1,0,0,19.075569,1.954779
1889759,dahu-1,0,0,19.075569,1.955804
1889759,dahu-1,0,0,19.075569,1.954779
1889759,dahu-1,0,0,19.075569,1.9515740000000001
1889759,dahu-1,0,0,20.079562000000003,1.9661860000000002
1889759,dahu-1,0,0,20.079562000000003,1.9614440000000002
1889759,dahu-1,0,0,20.079562000000003,1.968493
1889759,dahu-1,0,0,20.079562000000003,1.9638790000000002
1889759,dahu-1,0,0,20.079562000000003,1.961187
1889759,dahu-1,0,0,20.079562000000003,1.968493
1889759,dahu-1,0,0,20.079562000000003,1.967211
1889759,dahu-1,0,0,20.079562000000003,1.9614440000000002
1889759,dahu-1,0,0,20.079562000000003,1.959265
1889759,dahu-1,0,0,20.079562000000003,1.961187
1889759,dahu-1,0,0,20.079562000000003,1.9618280000000001
1889759,dahu-1,0,0,20.079562000000003,1.96029
1889759,dahu-1,0,0,20.079562000000003,1.959265
1889759,dahu-1,0,0,20.079562000000003,1.96029
1889759,dahu-1,0,0,20.079562000000003,1.959265
1889759,dahu-1,0,0,20.079562000000003,1.968493
1889759,dahu-1,0,0,21.083435,1.9396540000000002
1889759,dahu-1,0,0,21.083435,1.9385000000000001
1889759,dahu-1,0,0,21.083435,1.938244
1889759,dahu-1,0,0,21.083435,1.939526
1889759,dahu-1,0,0,21.083435,1.9396540000000002
1889759,dahu-1,0,0,21.083435,1.938244
1889759,dahu-1,0,0,21.083435,1.9409360000000002
1889759,dahu-1,0,0,21.083435,1.9385000000000001
1889759,dahu-1,0,0,21.083435,1.940039
1889759,dahu-1,0,0,21.083435,1.9396540000000002
1889759,dahu-1,0,0,21.083435,1.937988
1889759,dahu-1,0,0,21.083435,1.9404230000000002
1889759,dahu-1,0,0,21.083435,1.940039
1889759,dahu-1,0,0,21.083435,1.9404230000000002
1889759,dahu-1,0,0,21.083435,1.940039
1889759,dahu-1,0,0,21.083435,1.938244
1889759,dahu-1,0,0,22.087669,1.9420890000000002
1889759,dahu-1,0,0,22.087669,1.938757
1889759,dahu-1,0,0,22.087669,1.9409360000000002
1889759,dahu-1,0,0,22.087669,1.9397820000000001
1889759,dahu-1,0,0,22.087669,1.93991
1889759,dahu-1,0,0,22.087669,1.9396540000000002
1889759,dahu-1,0,0,22.087669,1.940808
1889759,dahu-1,0,0,22.087669,1.938757
1889759,dahu-1,0,0,22.087669,1.941961
1889759,dahu-1,0,0,22.087669,1.93991
1889759,dahu-1,0,0,22.087669,1.940295
1889759,dahu-1,0,0,22.087669,1.9405510000000001
1889759,dahu-1,0,0,22.087669,1.941961
1889759,dahu-1,0,0,22.087669,1.9405510000000001
1889759,dahu-1,0,0,22.087669,1.941961
1889759,dahu-1,0,0,22.087669,1.9409360000000002
1889759,dahu-1,0,0,23.091709,1.9393980000000002
1889759,dahu-1,0,0,23.091709,1.933502
1889759,dahu-1,0,0,23.091709,1.9393980000000002
1889759,dahu-1,0,0,23.091709,1.936706
1889759,dahu-1,0,0,23.091709,1.9347830000000001
1889759,dahu-1,0,0,23.091709,1.9393980000000002
1889759,dahu-1,0,0,23.091709,1.9381160000000002
1889759,dahu-1,0,0,23.091709,1.933502
1889759,dahu-1,0,0,23.091709,1.9356810000000002
1889759,dahu-1,0,0,23.091709,1.9347830000000001
1889759,dahu-1,0,0,23.091709,1.937219
1889759,dahu-1,0,0,23.091709,1.9355520000000002
1889759,dahu-1,0,0,23.091709,1.9356810000000002
1889759,dahu-1,0,0,23.091709,1.9355520000000002
1889759,dahu-1,0,0,23.091709,1.9356810000000002
1889759,dahu-1,0,0,23.091709,1.9393980000000002
1889759,dahu-1,0,0,24.095648,1.940295
1889759,dahu-1,0,0,24.095648,1.938757
1889759,dahu-1,0,0,24.095648,1.940295
1889759,dahu-1,0,0,24.095648,1.9370910000000001
1889759,dahu-1,0,0,24.095648,1.9385000000000001
1889759,dahu-1,0,0,24.095648,1.940295
1889759,dahu-1,0,0,24.095648,1.9388850000000002
1889759,dahu-1,0,0,24.095648,1.938757
1889759,dahu-1,0,0,24.095648,1.9422180000000002
1889759,dahu-1,0,0,24.095648,1.9385000000000001
1889759,dahu-1,0,0,24.095648,1.9405510000000001
1889759,dahu-1,0,0,24.095648,1.940295
1889759,dahu-1,0,0,24.095648,1.9422180000000002
1889759,dahu-1,0,0,24.095648,1.940295
1889759,dahu-1,0,0,24.095648,1.9422180000000002
1889759,dahu-1,0,0,24.095648,1.940295
1889759,dahu-1,0,0,25.099608,1.9473440000000002
1889759,dahu-1,0,0,25.099608,1.944396
1889759,dahu-1,0,0,25.099608,1.947216
1889759,dahu-1,0,0,25.099608,1.949267
1889759,dahu-1,0,0,25.099608,1.944012
1889759,dahu-1,0,0,25.099608,1.947216
1889759,dahu-1,0,0,25.099608,1.9496520000000002
1889759,dahu-1,0,0,25.099608,1.944396
1889759,dahu-1,0,0,25.099608,1.9446530000000002
1889759,dahu-1,0,0,25.099608,1.944012
1889759,dahu-1,0,0,25.099608,1.945678
1889759,dahu-1,0,0,25.099608,1.9455500000000001
1889759,dahu-1,0,0,25.099608,1.9438840000000002
1889759,dahu-1,0,0,25.099608,1.9455500000000001
1889759,dahu-1,0,0,25.099608,1.9446530000000002
1889759,dahu-1,0,0,25.099608,1.947216
1889759,dahu-1,0,0,26.103599000000003,1.949267
1889759,dahu-1,0,0,26.103599000000003,1.9549070000000002
1889759,dahu-1,0,0,26.103599000000003,1.9638790000000002
1889759,dahu-1,0,0,26.103599000000003,1.952471
1889759,dahu-1,0,0,26.103599000000003,1.959521
1889759,dahu-1,0,0,26.103599000000003,1.9638790000000002
1889759,dahu-1,0,0,26.103599000000003,1.9501640000000002
1889759,dahu-1,0,0,26.103599000000003,1.9549070000000002
1889759,dahu-1,0,0,26.103599000000003,1.962725
1889759,dahu-1,0,0,26.103599000000003,1.959521
1889759,dahu-1,0,0,26.103599000000003,1.963238
1889759,dahu-1,0,0,26.103599000000003,1.961059
1889759,dahu-1,0,0,26.103599000000003,1.962725
1889759,dahu-1,0,0,26.103599000000003,1.961059
1889759,dahu-1,0,0,26.103599000000003,1.962725
1889759,dahu-1,0,0,26.103599000000003,1.9638790000000002
1889759,dahu-1,0,0,27.107874000000002,1.975286
1889759,dahu-1,0,0,27.107874000000002,1.9784910000000002
1889759,dahu-1,0,0,27.107874000000002,1.9759270000000002
1889759,dahu-1,0,0,27.107874000000002,1.9777220000000002
1889759,dahu-1,0,0,27.107874000000002,1.9773370000000001
1889759,dahu-1,0,0,27.107874000000002,1.9759270000000002
1889759,dahu-1,0,0,27.107874000000002,1.975543
1889759,dahu-1,0,0,27.107874000000002,1.9784910000000002
1889759,dahu-1,0,0,27.107874000000002,1.975286
1889759,dahu-1,0,0,27.107874000000002,1.9773370000000001
1889759,dahu-1,0,0,27.107874000000002,1.975799
1889759,dahu-1,0,0,27.107874000000002,1.974774
1889759,dahu-1,0,0,27.107874000000002,1.9733640000000001
1889759,dahu-1,0,0,27.107874000000002,1.975286
1889759,dahu-1,0,0,27.107874000000002,1.975286
1889759,dahu-1,0,0,27.107874000000002,1.9759270000000002
1889759,dahu-1,0,0,28.111838000000002,1.9788750000000002
1889759,dahu-1,0,0,28.111838000000002,1.981951
1889759,dahu-1,0,0,28.111838000000002,1.977978
1889759,dahu-1,0,0,28.111838000000002,1.9723380000000001
1889759,dahu-1,0,0,28.111838000000002,1.981311
1889759,dahu-1,0,0,28.111838000000002,1.977978
1889759,dahu-1,0,0,28.111838000000002,1.975543
1889759,dahu-1,0,0,28.111838000000002,1.981951
1889759,dahu-1,0,0,28.111838000000002,1.982336
1889759,dahu-1,0,0,28.111838000000002,1.981311
1889759,dahu-1,0,0,28.111838000000002,1.9811820000000002
1889759,dahu-1,0,0,28.111838000000002,1.980029
1889759,dahu-1,0,0,28.111838000000002,1.982336
1889759,dahu-1,0,0,28.111838000000002,1.980029
1889759,dahu-1,0,0,28.111838000000002,1.982336
1889759,dahu-1,0,0,28.111838000000002,1.977978
1889759,dahu-1,0,0,29.115739,1.9693900000000002
1889759,dahu-1,0,0,29.115739,1.970544
1889759,dahu-1,0,0,29.115739,1.97221
1889759,dahu-1,0,0,29.115739,1.9724670000000002
1889759,dahu-1,0,0,29.115739,1.9693900000000002
1889759,dahu-1,0,0,29.115739,1.97221
1889759,dahu-1,0,0,29.115739,1.9754150000000001
1889759,dahu-1,0,0,29.115739,1.9706720000000002
1889759,dahu-1,0,0,29.115739,1.969262
1889759,dahu-1,0,0,29.115739,1.9693900000000002
1889759,dahu-1,0,0,29.115739,1.97221
1889759,dahu-1,0,0,29.115739,1.9699030000000002
1889759,dahu-1,0,0,29.115739,1.969262
1889759,dahu-1,0,0,29.115739,1.969519
1889759,dahu-1,0,0,29.115739,1.969262
1889759,dahu-1,0,0,29.115739,1.97221
1889759,dahu-1,0,0,30.119627,1.9559320000000002
1889759,dahu-1,0,0,30.119627,1.9504210000000002
1889759,dahu-1,0,0,30.119627,1.95401
1889759,dahu-1,0,0,30.119627,1.951062
1889759,dahu-1,0,0,30.119627,1.9486260000000002
1889759,dahu-1,0,0,30.119627,1.95401
1889759,dahu-1,0,0,30.119627,1.9526000000000001
1889759,dahu-1,0,0,30.119627,1.9504210000000002
1889759,dahu-1,0,0,30.119627,1.948498
1889759,dahu-1,0,0,30.119627,1.9486260000000002
1889759,dahu-1,0,0,30.119627,1.9573420000000001
1889759,dahu-1,0,0,30.119627,1.9474730000000002
1889759,dahu-1,0,0,30.119627,1.948498
1889759,dahu-1,0,0,30.119627,1.9474730000000002
1889759,dahu-1,0,0,30.119627,1.948498
1889759,dahu-1,0,0,30.119627,1.95401
1889759,dahu-1,0,0,31.123584,1.971057
1889759,dahu-1,0,0,31.123584,1.9622130000000002
1889759,dahu-1,0,0,31.123584,1.9740050000000002
1889759,dahu-1,0,0,31.123584,1.9661860000000002
1889759,dahu-1,0,0,31.123584,1.979772
1889759,dahu-1,0,0,31.123584,1.9740050000000002
1889759,dahu-1,0,0,31.123584,1.9691340000000002
1889759,dahu-1,0,0,31.123584,1.9622130000000002
1889759,dahu-1,0,0,31.123584,1.9777220000000002
1889759,dahu-1,0,0,31.123584,1.979772
1889759,dahu-1,0,0,31.123584,1.9749020000000002
1889759,dahu-1,0,0,31.123584,1.976568
1889759,dahu-1,0,0,31.123584,1.9777220000000002
1889759,dahu-1,0,0,31.123584,1.976568
1889759,dahu-1,0,0,31.123584,1.9777220000000002
1889759,dahu-1,0,0,31.123584,1.9740050000000002
1889759,dahu-1,0,0,32.127837,1.9396540000000002
