jobid,host,cpu,matrix_content,timestamp,duration,gflops
1889755,dahu-1,0,1,17.54446,0.6129106,28.029975634293162
1889755,dahu-1,0,1,18.157399,0.5971274000000001,28.770860596917842
1889755,dahu-1,0,1,18.754535,0.61465,27.950653516635484
1889755,dahu-1,0,1,19.369194,0.6104746,28.1418247114622
1889755,dahu-1,0,1,19.979677000000002,0.6089621999999999,28.211716891458952
1889755,dahu-1,0,1,20.588647,0.5929876000000001,28.971717425457125
1889755,dahu-1,0,1,21.181644000000002,0.6108104,28.126353421618234
1889755,dahu-1,0,1,21.792462,0.611819,28.07998637505537
1889755,dahu-1,0,1,22.404289000000002,0.6119558,28.073709218868423
1889755,dahu-1,0,1,23.016252,0.6129496,28.028192177627655
1889755,dahu-1,0,1,23.629212000000003,0.6155392,27.910276362577726
1889755,dahu-1,0,1,24.244760000000003,0.6096760999999999,28.178682392175126
1889755,dahu-1,0,1,24.854445000000002,0.6108064000000001,28.126537613227367
1889755,dahu-1,0,1,25.46526,0.6138559,27.986811210904712
1889755,dahu-1,0,1,26.079125,0.6084507,28.23543334570903
1889755,dahu-1,0,1,26.687585000000002,0.6128538,28.032573484899665
1889755,dahu-1,0,1,27.300448000000003,0.6112112,28.10790964563477
1889755,dahu-1,0,1,27.911668000000002,0.6135148,28.00237122886033
1889755,dahu-1,0,1,28.525190999000003,0.6130353000000001,28.02427394311551
1889755,dahu-1,0,1,29.138235,0.6098560000000001,28.17037002833456
1889755,dahu-1,0,1,29.7481,0.6145772,27.953964423021223
1889755,dahu-1,0,1,30.362688000000002,0.6127118,28.03907021865745
1889755,dahu-1,0,1,30.975409000000003,0.61448,27.95838625179013
1889755,dahu-1,0,1,31.589897,0.6118104,28.080381085382008
1889755,dahu-1,0,1,32.201717,0.6129359000000001,28.028818648083753
1889755,dahu-1,0,1,32.814662000000006,0.6117746000000001,28.082024301106976
1889755,dahu-1,0,1,33.426446,0.611647,28.087882690506124
1889755,dahu-1,0,1,34.038102,0.6131335,28.019785550781357
1889755,dahu-1,0,1,34.651244000000005,0.6093301999999999,28.194678655349765
1889755,dahu-1,0,1,35.260583000000004,0.6113109,28.103325466632448
1889755,dahu-1,0,1,35.871904,0.6138254,27.98820183068345
1889755,dahu-1,0,1,36.485738000000005,0.6122249,28.061369578401667
1889755,dahu-1,0,1,37.097974,0.6110559,28.115053277449743
1889755,dahu-1,0,1,37.709038,0.6117731,28.082093155125655
1889755,dahu-1,0,1,38.320820000000005,0.6143699,27.963396618226252
1889755,dahu-1,0,1,38.935198,0.5985035,28.70470963661867
1889755,dahu-1,0,1,39.533711000000004,0.6084903,28.23359580916902
1889755,dahu-1,0,1,40.142210000000006,0.5968100000000001,28.786161733214925
1889755,dahu-1,0,1,40.739028000000005,0.6124331999999999,28.051825381119123
1889755,dahu-1,0,1,41.35147,0.6137699999999999,27.990728096844098
1889755,dahu-1,0,1,41.965248,0.6168268,27.852014834634293
1889755,dahu-1,0,1,42.582086000000004,0.5985785,28.70111302694634
1889755,dahu-1,0,1,43.180674,0.6150371,27.933061573033562
1889755,dahu-1,0,1,43.79572,0.6129218000000001,28.0294634388922
1889755,dahu-1,0,1,44.40865,0.5959376000000001,28.82830213096136
1889755,dahu-1,0,1,45.004595,0.5983374,28.712678137786472
1889755,dahu-1,0,1,45.602941,0.6133813,28.008465833568778
1889755,dahu-1,0,1,46.216332,0.6143505,27.964279648181293
1889755,dahu-1,0,1,46.830691,0.5983189,28.7135659328161
1889755,dahu-1,0,1,47.42902,0.6157451,27.900943400118003
1889755,dahu-1,0,1,48.044773000000006,0.614052,27.97787350908392
1889755,dahu-1,0,1,48.658834000000006,0.6118851,28.076952983493147
1889755,dahu-1,0,1,49.270729,0.6144814000000001,27.958322552969058
1889755,dahu-1,0,1,49.885220000000004,0.6162793000000001,27.876758450267594
1889755,dahu-1,0,1,50.501507999000005,0.6134890000000001,28.003548855806702
1889755,dahu-1,0,1,51.115006,0.6140445999999999,27.978210677204885
1889755,dahu-1,0,1,51.72905900000001,0.6133688,28.00903662527341
1889755,dahu-1,0,1,52.342438,0.5980234,28.72775410460527
1889755,dahu-1,0,1,52.940469,0.6177322,27.811192591223193
1889755,dahu-1,0,1,53.558211,0.6173859,27.826792260723803
1889755,dahu-1,0,1,54.17560700000001,0.613066,28.02287059468312
1889755,dahu-1,0,1,54.788681000000004,0.6164524,27.868930648984414
1889755,dahu-1,0,1,55.405139000000005,0.6173911,27.8265578885086
1889755,dahu-1,0,1,56.022539,0.6190434,27.7522855166536
1889755,dahu-1,0,1,56.641593,0.5974003999999999,28.757712890717855
1889755,dahu-1,0,1,57.239002000000006,0.614617,27.952154242398116
1889755,dahu-1,0,1,57.853627,0.6123821,28.054166155411796
1889755,dahu-1,0,1,58.466018000000005,0.6125628000000001,28.04589045237484
