jobid,host,cpu,mask_size,timestamp,duration,gflops
1889759,dahu-1,0,0,14.518201000000001,0.6741994,25.481881449316035
1889759,dahu-1,0,0,15.192426000000001,0.6896035,24.912676899116665
1889759,dahu-1,0,0,15.882038000000001,0.6959344,24.68604682280399
1889759,dahu-1,0,0,16.577981,0.6903991999999999,24.883964500538244
1889759,dahu-1,0,0,17.26839,0.6890921,24.931165491521384
1889759,dahu-1,0,0,17.957491,0.6866349,25.020384463417166
1889759,dahu-1,0,0,18.644132000000003,0.68847,24.953693238630585
1889759,dahu-1,0,0,19.332611,0.6864600000000001,25.026759292602627
1889759,dahu-1,0,0,20.019080000000002,0.6865810999999999,25.022345042705084
1889759,dahu-1,0,0,20.705669,0.6950512,24.717415327101083
1889759,dahu-1,0,0,21.400728,0.6973965999999999,24.634288701722955
1889759,dahu-1,0,0,22.098133,0.6960111999999999,24.683322889056964
1889759,dahu-1,0,0,22.794152,0.6923864000000001,24.812545688361297
1889759,dahu-1,0,0,23.486549,0.6826626,25.165973914493048
1889759,dahu-1,0,0,24.169220000000003,0.6987865,24.58529062023952
1889759,dahu-1,0,0,24.868014000000002,0.6860641,25.04120122886477
1889759,dahu-1,0,0,25.554086,0.681905,25.193933442341677
1889759,dahu-1,0,0,26.235999000000003,0.68418,25.11015987605601
1889759,dahu-1,0,0,26.920188000000003,0.6926829000000001,24.801924782609763
1889759,dahu-1,0,0,27.612879000000003,0.6781661999999999,25.332830188234098
1889759,dahu-1,0,0,28.291055,0.6913421,24.850026034867543
1889759,dahu-1,0,0,28.982407000000002,0.6902634,24.888860084425744
1889759,dahu-1,0,0,29.672679000000002,0.6940638000000001,24.752579206695405
1889759,dahu-1,0,0,30.366751,0.6776850999999999,25.35081438857074
1889759,dahu-1,0,0,31.044444000000002,0.6758786,25.418572483283242
1889759,dahu-1,0,0,31.720331,0.688662,24.946736111474134
1889759,dahu-1,0,0,32.409001,0.6903312,24.88641565671666
1889759,dahu-1,0,0,33.099340000000005,0.6912043000000001,24.854980190372075
1889759,dahu-1,0,0,33.790553,0.6947441999999999,24.72833768745389
1889759,dahu-1,0,0,34.485305000000004,0.6918206,24.83283843239129
1889759,dahu-1,0,0,35.177134,0.6775952,25.354177809996298
1889759,dahu-1,0,0,35.854739,0.6987163000000001,24.587760703450027
1889759,dahu-1,0,0,36.553464000000005,0.6862914000000001,25.032907572497628
1889759,dahu-1,0,0,37.239764,0.7014916999999999,24.490481047744403
1889759,dahu-1,0,0,37.941264000000004,0.7007008000000001,24.518124118025835
1889759,dahu-1,0,0,38.641973,0.7009066999999999,24.51092161624365
1889759,dahu-1,0,0,39.342888,0.7013064999999999,24.496948458341684
1889759,dahu-1,0,0,40.044203,0.6978936,24.616745566946022
1889759,dahu-1,0,0,40.742105,0.6941961,24.747861856325613
1889759,dahu-1,0,0,41.436310000000006,0.6920376,24.82505167927292
1889759,dahu-1,0,0,42.128357,0.6745325,25.469297897432668
1889759,dahu-1,0,0,42.802898000000006,0.6766131999999999,25.390975499739
1889759,dahu-1,0,0,43.47952,0.6921116999999999,24.822393818801217
1889759,dahu-1,0,0,44.171640000000004,0.6770324000000001,25.375254100099195
1889759,dahu-1,0,0,44.848681000000006,0.6940678000000001,24.75243655446917
1889759,dahu-1,0,0,45.542756000000004,0.6973281,24.636708579505118
1889759,dahu-1,0,0,46.240093,0.6967561999999999,24.656930478695422
1889759,dahu-1,0,0,46.936856000000006,0.6865458999999999,25.023627967190546
1889759,dahu-1,0,0,47.62341,0.6987607,24.586198370915824
1889759,dahu-1,0,0,48.32218,0.7001666999999999,24.536826992771868
1889759,dahu-1,0,0,49.022356,0.6992843000000001,24.567789072341537
1889759,dahu-1,0,0,49.721649000000006,0.6828771,25.158068976101262
1889759,dahu-1,0,0,50.404534000000005,0.6944597,24.738468170291235
1889759,dahu-1,0,0,51.099002000000006,0.6970736999999999,24.645699850675765
1889759,dahu-1,0,0,51.796084,0.6922709,24.816685468073267
1889759,dahu-1,0,0,52.48836300000001,0.6926979,24.801387710284672
1889759,dahu-1,0,0,53.181069,0.6894140000000001,24.9195246745787
1889759,dahu-1,0,0,53.870490000000004,0.6934804,24.773402657090237
1889759,dahu-1,0,0,54.563978000000006,0.6963355999999999,24.67182373556659
1889759,dahu-1,0,0,55.260322,0.6772275999999999,25.367940089860486
1889759,dahu-1,0,0,55.937559,0.6905123000000001,24.8798887203023
1889759,dahu-1,0,0,56.628080000000004,0.6903635,24.8852512973238
1889759,dahu-1,0,0,57.318452,0.6918901999999999,24.830340397941757
1889759,dahu-1,0,0,58.01035,0.6755724,25.430093331225496
1889759,dahu-1,0,0,58.685931000000004,0.6740208000000001,25.488633561456854
1889759,dahu-1,0,0,59.35996,0.6914024000000001,24.847858763579644
1889759,dahu-1,0,0,60.051370000000006,0.6909911999999999,24.86264540561443
1889759,dahu-1,0,0,60.74237,0.6896879,24.90962823039233
1889759,dahu-1,0,0,61.432065,0.6895359000000001,24.91511926210078
1889759,dahu-1,0,0,62.121666000000005,0.6900788,24.89551799591583
1889759,dahu-1,0,0,62.811754,0.6910445,24.860727759210878
1889759,dahu-1,0,0,63.502808,0.677215,25.36841207592862
