jobid,host,cpu,matrix_content,timestamp,frequency
1889755,dahu-1,0,1,3.0110970000000004,2.235736
1889755,dahu-1,0,1,3.0110970000000004,2.235351
1889755,dahu-1,0,1,3.0110970000000004,2.2377860000000003
1889755,dahu-1,0,1,3.0110970000000004,2.235736
1889755,dahu-1,0,1,3.0110970000000004,2.237145
1889755,dahu-1,0,1,3.0110970000000004,2.235351
1889755,dahu-1,0,1,3.0110970000000004,2.236761
1889755,dahu-1,0,1,3.0110970000000004,2.235351
1889755,dahu-1,0,1,3.0110970000000004,2.2321470000000003
1889755,dahu-1,0,1,3.0110970000000004,2.2381710000000004
1889755,dahu-1,0,1,3.0110970000000004,2.237145
1889755,dahu-1,0,1,3.0110970000000004,2.2358640000000003
1889755,dahu-1,0,1,3.0110970000000004,2.2370170000000003
1889755,dahu-1,0,1,4.013915,2.2400930000000003
1889755,dahu-1,0,1,4.013915,2.238684
1889755,dahu-1,0,1,4.013915,2.2400930000000003
1889755,dahu-1,0,1,4.013915,2.239068
1889755,dahu-1,0,1,4.013915,2.239196
1889755,dahu-1,0,1,4.013915,2.240222
1889755,dahu-1,0,1,4.013915,2.239068
1889755,dahu-1,0,1,4.013915,2.239709
1889755,dahu-1,0,1,4.013915,2.239196
1889755,dahu-1,0,1,4.013915,2.2400930000000003
1889755,dahu-1,0,1,4.013915,2.239196
1889755,dahu-1,0,1,4.013915,2.2381710000000004
1889755,dahu-1,0,1,4.013915,2.2395810000000003
1889755,dahu-1,0,1,4.013915,2.239068
1889755,dahu-1,0,1,4.013915,2.239068
1889755,dahu-1,0,1,4.013915,2.2403500000000003
1889755,dahu-1,0,1,5.017491000000001,2.235351
1889755,dahu-1,0,1,5.017491000000001,2.2366330000000003
1889755,dahu-1,0,1,5.017491000000001,2.235351
1889755,dahu-1,0,1,5.017491000000001,2.2358640000000003
1889755,dahu-1,0,1,5.017491000000001,2.235992
1889755,dahu-1,0,1,5.017491000000001,2.234197
1889755,dahu-1,0,1,5.017491000000001,2.2358640000000003
1889755,dahu-1,0,1,5.017491000000001,2.235736
1889755,dahu-1,0,1,5.017491000000001,2.235992
1889755,dahu-1,0,1,5.017491000000001,2.235351
1889755,dahu-1,0,1,5.017491000000001,2.235992
1889755,dahu-1,0,1,5.017491000000001,2.2358640000000003
1889755,dahu-1,0,1,5.017491000000001,2.2370170000000003
1889755,dahu-1,0,1,5.017491000000001,2.235479
1889755,dahu-1,0,1,5.017491000000001,2.236761
1889755,dahu-1,0,1,5.017491000000001,2.2362480000000002
1889755,dahu-1,0,1,6.021286000000001,2.2430410000000003
1889755,dahu-1,0,1,6.021286000000001,2.2418880000000003
1889755,dahu-1,0,1,6.021286000000001,2.2430410000000003
1889755,dahu-1,0,1,6.021286000000001,2.243682
1889755,dahu-1,0,1,6.021286000000001,2.244195
1889755,dahu-1,0,1,6.021286000000001,2.2385550000000003
1889755,dahu-1,0,1,6.021286000000001,2.243682
1889755,dahu-1,0,1,6.021286000000001,2.243426
1889755,dahu-1,0,1,6.021286000000001,2.244195
1889755,dahu-1,0,1,6.021286000000001,2.2430410000000003
1889755,dahu-1,0,1,6.021286000000001,2.244195
1889755,dahu-1,0,1,6.021286000000001,2.240991
1889755,dahu-1,0,1,6.021286000000001,2.242144
1889755,dahu-1,0,1,6.021286000000001,2.243426
1889755,dahu-1,0,1,6.021286000000001,2.243939
1889755,dahu-1,0,1,6.021286000000001,2.242913
1889755,dahu-1,0,1,7.024868000000001,2.246887
1889755,dahu-1,0,1,7.024868000000001,2.246759
1889755,dahu-1,0,1,7.024868000000001,2.246887
1889755,dahu-1,0,1,7.024868000000001,2.2463740000000003
1889755,dahu-1,0,1,7.024868000000001,2.24804
1889755,dahu-1,0,1,7.024868000000001,2.245092
1889755,dahu-1,0,1,7.024868000000001,2.2463740000000003
1889755,dahu-1,0,1,7.024868000000001,2.245477
1889755,dahu-1,0,1,7.024868000000001,2.24804
1889755,dahu-1,0,1,7.024868000000001,2.246887
1889755,dahu-1,0,1,7.024868000000001,2.24804
1889755,dahu-1,0,1,7.024868000000001,2.2497070000000003
1889755,dahu-1,0,1,7.024868000000001,2.24663
1889755,dahu-1,0,1,7.024868000000001,2.2440670000000003
1889755,dahu-1,0,1,7.024868000000001,2.245349
1889755,dahu-1,0,1,7.024868000000001,2.248168
1889755,dahu-1,0,1,8.028365,2.240606
1889755,dahu-1,0,1,8.028365,2.240478
1889755,dahu-1,0,1,8.028365,2.240606
1889755,dahu-1,0,1,8.028365,2.239837
1889755,dahu-1,0,1,8.028365,2.2393240000000003
1889755,dahu-1,0,1,8.028365,2.2411190000000003
1889755,dahu-1,0,1,8.028365,2.239837
1889755,dahu-1,0,1,8.028365,2.240478
1889755,dahu-1,0,1,8.028365,2.2393240000000003
1889755,dahu-1,0,1,8.028365,2.240606
1889755,dahu-1,0,1,8.028365,2.2393240000000003
1889755,dahu-1,0,1,8.028365,2.239453
1889755,dahu-1,0,1,8.028365,2.240991
1889755,dahu-1,0,1,8.028365,2.240478
1889755,dahu-1,0,1,8.028365,2.240478
1889755,dahu-1,0,1,8.028365,2.235351
1889755,dahu-1,0,1,9.031928,2.240863
1889755,dahu-1,0,1,9.031928,2.240478
1889755,dahu-1,0,1,9.031928,2.240863
1889755,dahu-1,0,1,9.031928,2.240222
1889755,dahu-1,0,1,9.031928,2.2388120000000002
1889755,dahu-1,0,1,9.031928,2.236761
1889755,dahu-1,0,1,9.031928,2.240222
1889755,dahu-1,0,1,9.031928,2.23894
1889755,dahu-1,0,1,9.031928,2.2388120000000002
1889755,dahu-1,0,1,9.031928,2.240863
1889755,dahu-1,0,1,9.031928,2.2388120000000002
1889755,dahu-1,0,1,9.031928,2.2400930000000003
1889755,dahu-1,0,1,9.031928,2.238427
1889755,dahu-1,0,1,9.031928,2.2374020000000003
1889755,dahu-1,0,1,9.031928,2.240478
1889755,dahu-1,0,1,9.031928,2.238299
1889755,dahu-1,0,1,10.035527,2.242913
1889755,dahu-1,0,1,10.035527,2.2393240000000003
1889755,dahu-1,0,1,10.035527,2.242913
1889755,dahu-1,0,1,10.035527,2.24317
1889755,dahu-1,0,1,10.035527,2.243554
1889755,dahu-1,0,1,10.035527,2.24317
1889755,dahu-1,0,1,10.035527,2.24317
1889755,dahu-1,0,1,10.035527,2.2426570000000003
1889755,dahu-1,0,1,10.035527,2.243554
1889755,dahu-1,0,1,10.035527,2.242913
1889755,dahu-1,0,1,10.035527,2.243554
1889755,dahu-1,0,1,10.035527,2.242016
1889755,dahu-1,0,1,10.035527,2.240478
1889755,dahu-1,0,1,10.035527,2.240478
1889755,dahu-1,0,1,10.035527,2.242529
1889755,dahu-1,0,1,10.035527,2.24176
1889755,dahu-1,0,1,11.039251,2.2440670000000003
1889755,dahu-1,0,1,11.039251,2.2432980000000002
1889755,dahu-1,0,1,11.039251,2.2440670000000003
1889755,dahu-1,0,1,11.039251,2.242785
1889755,dahu-1,0,1,11.039251,2.242529
1889755,dahu-1,0,1,11.039251,2.244964
1889755,dahu-1,0,1,11.039251,2.242785
1889755,dahu-1,0,1,11.039251,2.239709
1889755,dahu-1,0,1,11.039251,2.242529
1889755,dahu-1,0,1,11.039251,2.2440670000000003
1889755,dahu-1,0,1,11.039251,2.242529
1889755,dahu-1,0,1,11.039251,2.24317
1889755,dahu-1,0,1,11.039251,2.245092
1889755,dahu-1,0,1,11.039251,2.242785
1889755,dahu-1,0,1,11.039251,2.242144
1889755,dahu-1,0,1,11.039251,2.2385550000000003
1889755,dahu-1,0,1,12.041939000000001,2.241632
1889755,dahu-1,0,1,12.041939000000001,2.242529
1889755,dahu-1,0,1,12.041939000000001,2.241632
1889755,dahu-1,0,1,12.041939000000001,2.243426
1889755,dahu-1,0,1,12.041939000000001,2.241632
1889755,dahu-1,0,1,12.041939000000001,2.2393240000000003
1889755,dahu-1,0,1,12.041939000000001,2.243426
1889755,dahu-1,0,1,12.041939000000001,2.242529
1889755,dahu-1,0,1,12.041939000000001,2.241632
1889755,dahu-1,0,1,12.041939000000001,2.241632
1889755,dahu-1,0,1,12.041939000000001,2.241632
1889755,dahu-1,0,1,12.041939000000001,2.239709
1889755,dahu-1,0,1,12.041939000000001,2.2422720000000003
1889755,dahu-1,0,1,12.041939000000001,2.240478
1889755,dahu-1,0,1,12.041939000000001,2.2432980000000002
1889755,dahu-1,0,1,12.041939000000001,2.240863
1889755,dahu-1,0,1,13.045394,2.244195
1889755,dahu-1,0,1,13.045394,2.244323
1889755,dahu-1,0,1,13.045394,2.244195
1889755,dahu-1,0,1,13.045394,2.244451
1889755,dahu-1,0,1,13.045394,2.243426
1889755,dahu-1,0,1,13.045394,2.244964
1889755,dahu-1,0,1,13.045394,2.244451
1889755,dahu-1,0,1,13.045394,2.239965
1889755,dahu-1,0,1,13.045394,2.243426
1889755,dahu-1,0,1,13.045394,2.244195
1889755,dahu-1,0,1,13.045394,2.243426
1889755,dahu-1,0,1,13.045394,2.2430410000000003
1889755,dahu-1,0,1,13.045394,2.2463740000000003
1889755,dahu-1,0,1,13.045394,2.243811
1889755,dahu-1,0,1,13.045394,2.244195
1889755,dahu-1,0,1,13.045394,2.246246
1889755,dahu-1,0,1,14.048871,2.247015
1889755,dahu-1,0,1,14.048871,2.243682
1889755,dahu-1,0,1,14.048871,2.247015
1889755,dahu-1,0,1,14.048871,2.24176
1889755,dahu-1,0,1,14.048871,2.247015
1889755,dahu-1,0,1,14.048871,2.2448360000000003
1889755,dahu-1,0,1,14.048871,2.24176
1889755,dahu-1,0,1,14.048871,2.24522
1889755,dahu-1,0,1,14.048871,2.247015
1889755,dahu-1,0,1,14.048871,2.247015
1889755,dahu-1,0,1,14.048871,2.247015
1889755,dahu-1,0,1,14.048871,2.24663
1889755,dahu-1,0,1,14.048871,2.244451
1889755,dahu-1,0,1,14.048871,2.24663
1889755,dahu-1,0,1,14.048871,2.246502
1889755,dahu-1,0,1,14.048871,2.2411190000000003
1889755,dahu-1,0,1,15.052418000000001,2.2485530000000002
1889755,dahu-1,0,1,15.052418000000001,2.246118
1889755,dahu-1,0,1,15.052418000000001,2.2485530000000002
1889755,dahu-1,0,1,15.052418000000001,2.245349
1889755,dahu-1,0,1,15.052418000000001,2.2430410000000003
1889755,dahu-1,0,1,15.052418000000001,2.245092
1889755,dahu-1,0,1,15.052418000000001,2.245349
1889755,dahu-1,0,1,15.052418000000001,2.242913
1889755,dahu-1,0,1,15.052418000000001,2.2430410000000003
1889755,dahu-1,0,1,15.052418000000001,2.2485530000000002
1889755,dahu-1,0,1,15.052418000000001,2.2430410000000003
1889755,dahu-1,0,1,15.052418000000001,2.2448360000000003
1889755,dahu-1,0,1,15.052418000000001,2.243811
1889755,dahu-1,0,1,15.052418000000001,2.24317
1889755,dahu-1,0,1,15.052418000000001,2.243554
1889755,dahu-1,0,1,15.052418000000001,2.242144
1889755,dahu-1,0,1,16.056247000000003,2.247399
1889755,dahu-1,0,1,16.056247000000003,2.247271
1889755,dahu-1,0,1,16.056247000000003,2.247399
1889755,dahu-1,0,1,16.056247000000003,2.246759
1889755,dahu-1,0,1,16.056247000000003,2.2479120000000004
1889755,dahu-1,0,1,16.056247000000003,2.247015
1889755,dahu-1,0,1,16.056247000000003,2.246759
1889755,dahu-1,0,1,16.056247000000003,2.2459890000000002
1889755,dahu-1,0,1,16.056247000000003,2.2479120000000004
1889755,dahu-1,0,1,16.056247000000003,2.243682
1889755,dahu-1,0,1,16.056247000000003,2.2479120000000004
1889755,dahu-1,0,1,16.056247000000003,2.247271
1889755,dahu-1,0,1,16.056247000000003,2.24804
1889755,dahu-1,0,1,16.056247000000003,2.244708
1889755,dahu-1,0,1,16.056247000000003,2.244708
1889755,dahu-1,0,1,16.056247000000003,2.244323
1889755,dahu-1,0,1,17.059886000000002,2.2418880000000003
1889755,dahu-1,0,1,17.059886000000002,2.242785
1889755,dahu-1,0,1,17.059886000000002,2.2418880000000003
1889755,dahu-1,0,1,17.059886000000002,2.2418880000000003
1889755,dahu-1,0,1,17.059886000000002,2.244964
1889755,dahu-1,0,1,17.059886000000002,2.242785
1889755,dahu-1,0,1,17.059886000000002,2.2418880000000003
1889755,dahu-1,0,1,17.059886000000002,2.2426570000000003
1889755,dahu-1,0,1,17.059886000000002,2.244964
1889755,dahu-1,0,1,17.059886000000002,2.2418880000000003
1889755,dahu-1,0,1,17.059886000000002,2.244964
1889755,dahu-1,0,1,17.059886000000002,2.24176
1889755,dahu-1,0,1,17.059886000000002,2.244708
1889755,dahu-1,0,1,17.059886000000002,2.2440670000000003
1889755,dahu-1,0,1,17.059886000000002,2.244451
1889755,dahu-1,0,1,17.059886000000002,2.2385550000000003
1889755,dahu-1,0,1,18.063432000000002,2.239453
1889755,dahu-1,0,1,18.063432000000002,2.238299
1889755,dahu-1,0,1,18.063432000000002,2.239453
1889755,dahu-1,0,1,18.063432000000002,2.2411190000000003
1889755,dahu-1,0,1,18.063432000000002,2.23894
1889755,dahu-1,0,1,18.063432000000002,2.2415030000000002
1889755,dahu-1,0,1,18.063432000000002,2.2411190000000003
1889755,dahu-1,0,1,18.063432000000002,2.239453
1889755,dahu-1,0,1,18.063432000000002,2.23894
1889755,dahu-1,0,1,18.063432000000002,2.239453
1889755,dahu-1,0,1,18.063432000000002,2.23894
1889755,dahu-1,0,1,18.063432000000002,2.239965
1889755,dahu-1,0,1,18.063432000000002,2.2388120000000002
1889755,dahu-1,0,1,18.063432000000002,2.239196
1889755,dahu-1,0,1,18.063432000000002,2.239068
1889755,dahu-1,0,1,18.063432000000002,2.2411190000000003
1889755,dahu-1,0,1,19.066976,2.238299
1889755,dahu-1,0,1,19.066976,2.236761
1889755,dahu-1,0,1,19.066976,2.238299
1889755,dahu-1,0,1,19.066976,2.242016
1889755,dahu-1,0,1,19.066976,2.242785
1889755,dahu-1,0,1,19.066976,2.2403500000000003
1889755,dahu-1,0,1,19.066976,2.242016
1889755,dahu-1,0,1,19.066976,2.2366330000000003
1889755,dahu-1,0,1,19.066976,2.242785
1889755,dahu-1,0,1,19.066976,2.234454
1889755,dahu-1,0,1,19.066976,2.242785
1889755,dahu-1,0,1,19.066976,2.2377860000000003
1889755,dahu-1,0,1,19.066976,2.2400930000000003
1889755,dahu-1,0,1,19.066976,2.2380430000000002
1889755,dahu-1,0,1,19.066976,2.236889
1889755,dahu-1,0,1,19.066976,2.241247
1889755,dahu-1,0,1,20.06991,2.247399
1889755,dahu-1,0,1,20.06991,2.248681
1889755,dahu-1,0,1,20.06991,2.247399
1889755,dahu-1,0,1,20.06991,2.24663
1889755,dahu-1,0,1,20.06991,2.2485530000000002
1889755,dahu-1,0,1,20.06991,2.2459890000000002
1889755,dahu-1,0,1,20.06991,2.24663
1889755,dahu-1,0,1,20.06991,2.246887
1889755,dahu-1,0,1,20.06991,2.2485530000000002
1889755,dahu-1,0,1,20.06991,2.247399
1889755,dahu-1,0,1,20.06991,2.2485530000000002
1889755,dahu-1,0,1,20.06991,2.247656
1889755,dahu-1,0,1,20.06991,2.249835
1889755,dahu-1,0,1,20.06991,2.247271
1889755,dahu-1,0,1,20.06991,2.247528
1889755,dahu-1,0,1,20.06991,2.243682
1889755,dahu-1,0,1,21.073634000000002,2.243939
1889755,dahu-1,0,1,21.073634000000002,2.243939
1889755,dahu-1,0,1,21.073634000000002,2.243939
1889755,dahu-1,0,1,21.073634000000002,2.248809
1889755,dahu-1,0,1,21.073634000000002,2.247656
1889755,dahu-1,0,1,21.073634000000002,2.243939
1889755,dahu-1,0,1,21.073634000000002,2.248809
1889755,dahu-1,0,1,21.073634000000002,2.245733
1889755,dahu-1,0,1,21.073634000000002,2.247656
1889755,dahu-1,0,1,21.073634000000002,2.243939
1889755,dahu-1,0,1,21.073634000000002,2.247656
1889755,dahu-1,0,1,21.073634000000002,2.2479120000000004
1889755,dahu-1,0,1,21.073634000000002,2.2448360000000003
1889755,dahu-1,0,1,21.073634000000002,2.246759
1889755,dahu-1,0,1,21.073634000000002,2.24522
1889755,dahu-1,0,1,21.073634000000002,2.243682
1889755,dahu-1,0,1,22.077228,2.245477
1889755,dahu-1,0,1,22.077228,2.247528
1889755,dahu-1,0,1,22.077228,2.245477
1889755,dahu-1,0,1,22.077228,2.246118
1889755,dahu-1,0,1,22.077228,2.246246
1889755,dahu-1,0,1,22.077228,2.245733
1889755,dahu-1,0,1,22.077228,2.246118
1889755,dahu-1,0,1,22.077228,2.245092
1889755,dahu-1,0,1,22.077228,2.246246
1889755,dahu-1,0,1,22.077228,2.245477
1889755,dahu-1,0,1,22.077228,2.246246
1889755,dahu-1,0,1,22.077228,2.2459890000000002
1889755,dahu-1,0,1,22.077228,2.247271
1889755,dahu-1,0,1,22.077228,2.246118
1889755,dahu-1,0,1,22.077228,2.247015
1889755,dahu-1,0,1,22.077228,2.2479120000000004
1889755,dahu-1,0,1,23.080803000000003,2.245349
1889755,dahu-1,0,1,23.080803000000003,2.2459890000000002
1889755,dahu-1,0,1,23.080803000000003,2.245349
1889755,dahu-1,0,1,23.080803000000003,2.245092
1889755,dahu-1,0,1,23.080803000000003,2.245733
1889755,dahu-1,0,1,23.080803000000003,2.246246
1889755,dahu-1,0,1,23.080803000000003,2.245092
1889755,dahu-1,0,1,23.080803000000003,2.243939
1889755,dahu-1,0,1,23.080803000000003,2.245733
1889755,dahu-1,0,1,23.080803000000003,2.245349
1889755,dahu-1,0,1,23.080803000000003,2.245733
1889755,dahu-1,0,1,23.080803000000003,2.240222
1889755,dahu-1,0,1,23.080803000000003,2.246246
1889755,dahu-1,0,1,23.080803000000003,2.244964
1889755,dahu-1,0,1,23.080803000000003,2.2440670000000003
1889755,dahu-1,0,1,23.080803000000003,2.241375
1889755,dahu-1,0,1,24.084339,2.24522
1889755,dahu-1,0,1,24.084339,2.242529
1889755,dahu-1,0,1,24.084339,2.24522
1889755,dahu-1,0,1,24.084339,2.2463740000000003
1889755,dahu-1,0,1,24.084339,2.2456050000000003
1889755,dahu-1,0,1,24.084339,2.24522
1889755,dahu-1,0,1,24.084339,2.2463740000000003
1889755,dahu-1,0,1,24.084339,2.2440670000000003
1889755,dahu-1,0,1,24.084339,2.2456050000000003
1889755,dahu-1,0,1,24.084339,2.24522
1889755,dahu-1,0,1,24.084339,2.2456050000000003
1889755,dahu-1,0,1,24.084339,2.2456050000000003
1889755,dahu-1,0,1,24.084339,2.247015
1889755,dahu-1,0,1,24.084339,2.244451
1889755,dahu-1,0,1,24.084339,2.244964
1889755,dahu-1,0,1,24.084339,2.243682
1889755,dahu-1,0,1,25.087884000000003,2.246502
1889755,dahu-1,0,1,25.087884000000003,2.242529
1889755,dahu-1,0,1,25.087884000000003,2.246502
1889755,dahu-1,0,1,25.087884000000003,2.240991
1889755,dahu-1,0,1,25.087884000000003,2.2422720000000003
1889755,dahu-1,0,1,25.087884000000003,2.2432980000000002
1889755,dahu-1,0,1,25.087884000000003,2.240991
1889755,dahu-1,0,1,25.087884000000003,2.242529
1889755,dahu-1,0,1,25.087884000000003,2.2422720000000003
1889755,dahu-1,0,1,25.087884000000003,2.2415030000000002
1889755,dahu-1,0,1,25.087884000000003,2.238427
1889755,dahu-1,0,1,25.087884000000003,2.24176
1889755,dahu-1,0,1,25.087884000000003,2.24317
1889755,dahu-1,0,1,25.087884000000003,2.2403500000000003
1889755,dahu-1,0,1,25.087884000000003,2.24317
1889755,dahu-1,0,1,25.087884000000003,2.240991
1889755,dahu-1,0,1,26.091719,2.24317
1889755,dahu-1,0,1,26.091719,2.2426570000000003
1889755,dahu-1,0,1,26.091719,2.24317
1889755,dahu-1,0,1,26.091719,2.243554
1889755,dahu-1,0,1,26.091719,2.242529
1889755,dahu-1,0,1,26.091719,2.243554
1889755,dahu-1,0,1,26.091719,2.243554
1889755,dahu-1,0,1,26.091719,2.2440670000000003
1889755,dahu-1,0,1,26.091719,2.242529
1889755,dahu-1,0,1,26.091719,2.24317
1889755,dahu-1,0,1,26.091719,2.242529
1889755,dahu-1,0,1,26.091719,2.2432980000000002
1889755,dahu-1,0,1,26.091719,2.242529
1889755,dahu-1,0,1,26.091719,2.2422720000000003
1889755,dahu-1,0,1,26.091719,2.2422720000000003
1889755,dahu-1,0,1,26.091719,2.240606
1889755,dahu-1,0,1,27.095302,2.2440670000000003
1889755,dahu-1,0,1,27.095302,2.243939
1889755,dahu-1,0,1,27.095302,2.2440670000000003
1889755,dahu-1,0,1,27.095302,2.243939
1889755,dahu-1,0,1,27.095302,2.2430410000000003
1889755,dahu-1,0,1,27.095302,2.2430410000000003
1889755,dahu-1,0,1,27.095302,2.243939
1889755,dahu-1,0,1,27.095302,2.24522
1889755,dahu-1,0,1,27.095302,2.2430410000000003
1889755,dahu-1,0,1,27.095302,2.2440670000000003
1889755,dahu-1,0,1,27.095302,2.2430410000000003
1889755,dahu-1,0,1,27.095302,2.2385550000000003
1889755,dahu-1,0,1,27.095302,2.2432980000000002
1889755,dahu-1,0,1,27.095302,2.243939
1889755,dahu-1,0,1,27.095302,2.241247
1889755,dahu-1,0,1,27.095302,2.241375
1889755,dahu-1,0,1,28.097929,2.244451
1889755,dahu-1,0,1,28.097929,2.242529
1889755,dahu-1,0,1,28.097929,2.24945
1889755,dahu-1,0,1,28.097929,2.2479120000000004
1889755,dahu-1,0,1,28.097929,2.2456050000000003
1889755,dahu-1,0,1,28.097929,2.244964
1889755,dahu-1,0,1,28.097929,2.2479120000000004
1889755,dahu-1,0,1,28.097929,2.245861
1889755,dahu-1,0,1,28.097929,2.2456050000000003
1889755,dahu-1,0,1,28.097929,2.24945
1889755,dahu-1,0,1,28.097929,2.2456050000000003
1889755,dahu-1,0,1,28.097929,2.2463740000000003
1889755,dahu-1,0,1,28.097929,2.24522
1889755,dahu-1,0,1,28.097929,2.247528
1889755,dahu-1,0,1,28.097929,2.247656
1889755,dahu-1,0,1,28.097929,2.2459890000000002
1889755,dahu-1,0,1,29.101470000000003,2.242016
1889755,dahu-1,0,1,29.101470000000003,2.243682
1889755,dahu-1,0,1,29.101470000000003,2.242016
1889755,dahu-1,0,1,29.101470000000003,2.244708
1889755,dahu-1,0,1,29.101470000000003,2.2393240000000003
1889755,dahu-1,0,1,29.101470000000003,2.2440670000000003
1889755,dahu-1,0,1,29.101470000000003,2.244708
1889755,dahu-1,0,1,29.101470000000003,2.244451
1889755,dahu-1,0,1,29.101470000000003,2.2393240000000003
1889755,dahu-1,0,1,29.101470000000003,2.242016
1889755,dahu-1,0,1,29.101470000000003,2.2393240000000003
1889755,dahu-1,0,1,29.101470000000003,2.2422720000000003
1889755,dahu-1,0,1,29.101470000000003,2.242529
1889755,dahu-1,0,1,29.101470000000003,2.246759
1889755,dahu-1,0,1,29.101470000000003,2.244195
1889755,dahu-1,0,1,29.101470000000003,2.242529
1889755,dahu-1,0,1,30.105074000000002,2.2381710000000004
1889755,dahu-1,0,1,30.105074000000002,2.241247
1889755,dahu-1,0,1,30.105074000000002,2.2381710000000004
1889755,dahu-1,0,1,30.105074000000002,2.240478
1889755,dahu-1,0,1,30.105074000000002,2.2377860000000003
1889755,dahu-1,0,1,30.105074000000002,2.240606
1889755,dahu-1,0,1,30.105074000000002,2.240478
1889755,dahu-1,0,1,30.105074000000002,2.2393240000000003
1889755,dahu-1,0,1,30.105074000000002,2.2415030000000002
1889755,dahu-1,0,1,30.105074000000002,2.2381710000000004
1889755,dahu-1,0,1,30.105074000000002,2.2415030000000002
1889755,dahu-1,0,1,30.105074000000002,2.2415030000000002
1889755,dahu-1,0,1,30.105074000000002,2.2415030000000002
1889755,dahu-1,0,1,30.105074000000002,2.242401
1889755,dahu-1,0,1,30.105074000000002,2.2407340000000002
1889755,dahu-1,0,1,30.105074000000002,2.241375
1889755,dahu-1,0,1,31.108904000000003,2.2385550000000003
1889755,dahu-1,0,1,31.108904000000003,2.239068
1889755,dahu-1,0,1,31.108904000000003,2.2385550000000003
1889755,dahu-1,0,1,31.108904000000003,2.237915
1889755,dahu-1,0,1,31.108904000000003,2.238684
1889755,dahu-1,0,1,31.108904000000003,2.23612
1889755,dahu-1,0,1,31.108904000000003,2.237915
1889755,dahu-1,0,1,31.108904000000003,2.238299
1889755,dahu-1,0,1,31.108904000000003,2.238684
1889755,dahu-1,0,1,31.108904000000003,2.2385550000000003
1889755,dahu-1,0,1,31.108904000000003,2.238684
1889755,dahu-1,0,1,31.108904000000003,2.239068
1889755,dahu-1,0,1,31.108904000000003,2.239453
1889755,dahu-1,0,1,31.108904000000003,2.2411190000000003
1889755,dahu-1,0,1,31.108904000000003,2.237274
1889755,dahu-1,0,1,31.108904000000003,2.238299
1889755,dahu-1,0,1,32.112533,2.2407340000000002
1889755,dahu-1,0,1,32.112533,2.24176
1889755,dahu-1,0,1,32.112533,2.2407340000000002
1889755,dahu-1,0,1,32.112533,2.240222
1889755,dahu-1,0,1,32.112533,2.2400930000000003
1889755,dahu-1,0,1,32.112533,2.2381710000000004
1889755,dahu-1,0,1,32.112533,2.240222
1889755,dahu-1,0,1,32.112533,2.243811
1889755,dahu-1,0,1,32.112533,2.2400930000000003
1889755,dahu-1,0,1,32.112533,2.2407340000000002
1889755,dahu-1,0,1,32.112533,2.2400930000000003
1889755,dahu-1,0,1,32.112533,2.241632
