jobid,intercept,mnk,mn,mk,nk,tvalue_mnk,tvalue_mn,tvalue_mk,tvalue_nk,intercept_residual,mnk_residual,mn_residual,mk_residual,nk_residual,tvalue_mnk_residual,tvalue_mn_residual,tvalue_mk_residual,tvalue_nk_residual,avg_gflops,function,cluster,node,expfile_hash,cpu,start_time,expfile,exp_kind
1964865,0.0049720875500000004,6.600471207207665e-11,-3.7088470889277735e-10,2.4239587486022715e-09,2.2337810250787116e-09,440.94222418306254,-4.986122979691514,32.587367794999,30.030644655031587,8.159826791371278e-05,5.089511579811049e-13,2.678320307027769e-11,-4.037175822975256e-11,4.46219186572688e-11,16.647414435522627,1.7629926788350883,-2.65745340480727,2.9372183641336247,28.34372997566173,dgemm,dahu,6,8f40119f61a9d7274ce81dee660b80dc88b96a1156e48030123923857ca34da5,1,1606785230,exp_dgemm_uniform-product_7.csv,uniform product
1964865,0.005240422524999999,7.028679979674895e-11,-3.8370184974110736e-10,2.4509536197635286e-09,2.2882512108136207e-09,464.91662033287616,-5.107548566954718,32.625239249542645,30.45946794499229,6.657416186780393e-05,5.032756418378532e-13,2.876207827768242e-12,-8.10162868156101e-12,8.278543988521169e-11,18.592876258216663,0.2138347294866075,-0.6023241995230856,6.1547715614903975,26.68796179733574,dgemm,dahu,7,8f40119f61a9d7274ce81dee660b80dc88b96a1156e48030123923857ca34da5,0,1606785230,exp_dgemm_uniform-product_7.csv,uniform product
1964865,0.00490011935,6.436233831023307e-11,-3.196466329027057e-10,2.1896298338750524e-09,2.4917458255001735e-09,554.4264100582158,-5.541145320515191,37.95771911456445,43.19496687795916,7.089149372056016e-05,3.060185202985926e-13,9.502044101028071e-12,1.240312426787891e-11,4.4769934248905966e-11,18.19150881540838,1.1367248708761837,1.4837796669813903,5.355805254862658,28.997538899573232,dgemm,dahu,7,8f40119f61a9d7274ce81dee660b80dc88b96a1156e48030123923857ca34da5,1,1606785230,exp_dgemm_uniform-product_7.csv,uniform product
1964865,0.005391313524999999,7.234373740023711e-11,-3.6051770220394623e-10,2.440500252697625e-09,2.517142015317369e-09,533.9478975221384,-5.354782604390751,36.248839430812914,37.387202331544714,6.757528767888099e-05,5.647117464042712e-13,3.921508302213748e-12,-4.553061392359527e-11,1.2839672346361136e-10,22.624143963101066,0.31616645014431205,-3.6708458755494604,10.351816989583979,25.89612184674148,dgemm,dahu,8,8f40119f61a9d7274ce81dee660b80dc88b96a1156e48030123923857ca34da5,0,1606785230,exp_dgemm_uniform-product_7.csv,uniform product
1964865,0.005123735250000001,6.794040921152295e-11,-3.8289971538807144e-10,2.537766242525677e-09,2.1410731305440818e-09,426.0846946557046,-4.832480714691142,32.028507550521915,27.02194385705202,7.363170542076113e-05,6.64705007827741e-13,2.1736081837456716e-11,-2.9388196842063873e-12,1.1900102565940617e-10,21.993517916254124,1.4473191928371327,-0.19568430801128905,7.923804745129497,27.580377291056855,dgemm,dahu,8,8f40119f61a9d7274ce81dee660b80dc88b96a1156e48030123923857ca34da5,1,1606785230,exp_dgemm_uniform-product_7.csv,uniform product
1964866,0.0066909356420454535,7.259578130366086e-11,-2.866810917125786e-10,2.3031285195791335e-09,2.6546677693522192e-09,610.8666285361588,-5.2209894405021275,41.94420221092786,48.3463778829371,6.781395530482789e-05,4.146895333054461e-13,2.218158428192049e-11,-1.2466331276422624e-11,6.814011737942841e-11,16.232512322545638,1.879204212789315,-1.0561365660330682,5.772770511425962,25.627830856649613,dgemm,dahu,5,d3a7aed02231693c4a8c7a55178e02467a5585408fa6502caf08188b54ab1d9e,0,1606787162,exp_dgemm_uniform-product_4.csv,uniform product
1964866,0.006188204914772727,6.640935124308111e-11,-2.792260050631676e-10,2.2224359079655177e-09,2.5669234084724333e-09,571.7766101038089,-5.203214851825948,41.41380571247815,47.83313072663823,9.618807677602593e-05,4.739285305310289e-13,1.6185248056684298e-11,-1.626354813710811e-11,3.5955888661392184e-11,19.181762037313643,1.4177960210970093,-1.4246549547437262,3.149665405225321,27.931610834004044,dgemm,dahu,5,d3a7aed02231693c4a8c7a55178e02467a5585408fa6502caf08188b54ab1d9e,1,1606787162,exp_dgemm_uniform-product_4.csv,uniform product
1964866,0.006761207494318181,7.383620479423012e-11,-2.0035643148071543e-10,2.319852229230616e-09,2.701389083641438e-09,655.8619630681529,-3.8518122963962282,44.59869481770418,51.93366448394817,7.487497153735273e-05,3.553130325148484e-13,3.792424052108238e-11,4.2083866966580265e-12,7.468134483505979e-11,17.988332876536596,4.155424721129053,0.46112021955039223,8.182964306490316,25.183033890371963,dgemm,dahu,6,d3a7aed02231693c4a8c7a55178e02467a5585408fa6502caf08188b54ab1d9e,0,1606787162,exp_dgemm_uniform-product_4.csv,uniform product
1964866,0.006104750375000001,6.551170107189561e-11,-1.815901156754022e-10,2.2928243531683703e-09,2.5533749931084545e-09,508.004961935983,-3.0476145026481603,38.48031444195695,42.853118027671165,8.989529882399695e-05,5.275392560625795e-13,2.6654851886899213e-11,-4.3401049450416146e-11,3.1908733632487566e-11,18.517443124775063,2.0249824280133057,-3.29719943173367,2.4241224517065274,28.232651307330826,dgemm,dahu,6,d3a7aed02231693c4a8c7a55178e02467a5585408fa6502caf08188b54ab1d9e,1,1606787162,exp_dgemm_uniform-product_4.csv,uniform product
1964866,0.006448983590909091,7.024154994173261e-11,-2.3249348440313788e-10,2.3286132354925777e-09,2.440687900834697e-09,535.770806280269,-3.838084166498248,38.44156584424992,40.29173381613727,8.900001874237821e-05,5.10231703091787e-13,9.47076223455341e-12,-2.286746365868847e-11,8.245333723492134e-11,20.09992663564585,0.8074780295086369,-1.9496819831047987,7.029978857874357,26.49095459712002,dgemm,dahu,7,d3a7aed02231693c4a8c7a55178e02467a5585408fa6502caf08188b54ab1d9e,0,1606787162,exp_dgemm_uniform-product_4.csv,uniform product
